fish,metric,y,baseline,recovery,drug,dose
4,max_distance_light_startle_all,0.00040273,0,0,1,0.0
5,max_distance_light_startle_all,0.00109272,0,0,1,0.0
6,max_distance_light_startle_all,7.127e-05,0,0,1,0.0
7,max_distance_light_startle_all,0.00017077,0,0,1,0.0
8,max_distance_light_startle_all,0.00043558,0,0,1,0.0
9,max_distance_light_startle_all,0.00074181,0,0,1,0.0
10,max_distance_light_startle_all,0.00107536,0,0,1,0.0
11,max_distance_light_startle_all,7.469e-05,0,0,1,0.0
12,max_distance_light_startle_all,0.00011218,0,0,1,0.0
13,max_distance_light_startle_all,7.226e-05,0,0,1,0.0
14,max_distance_light_startle_all,0.00010356,0,0,1,0.0
15,max_distance_light_startle_all,0.00023115,0,0,1,0.0
16,max_distance_light_startle_all,0.00011595,0,0,1,0.0
17,max_distance_light_startle_all,0.00069673,0,0,1,0.0
18,max_distance_light_startle_all,0.00012738,0,0,1,0.0
19,max_distance_light_startle_all,0.00277314,0,0,1,0.0
20,max_distance_light_startle_all,0.00058644,0,0,1,0.0
1,diff_max_distance_light_startle_all,0.00036576,0,0,1,0.0
2,diff_max_distance_light_startle_all,-1.919e-05,0,0,1,0.0
3,diff_max_distance_light_startle_all,-3.66e-06,0,0,1,0.0
4,diff_max_distance_light_startle_all,-0.00014869999999999998,0,0,1,0.0
5,diff_max_distance_light_startle_all,-3.779e-05,0,0,1,0.0
6,diff_max_distance_light_startle_all,1.306e-05,0,0,1,0.0
7,diff_max_distance_light_startle_all,-9.83e-06,0,0,1,0.0
8,diff_max_distance_light_startle_all,0.00019133,0,0,1,0.0
9,diff_max_distance_light_startle_all,1.526e-05,0,0,1,0.0
10,diff_max_distance_light_startle_all,-0.00048293,0,0,1,0.0
11,diff_max_distance_light_startle_all,4.24e-06,0,0,1,0.0
12,diff_max_distance_light_startle_all,4.773e-05,0,0,1,0.0
13,diff_max_distance_light_startle_all,7.07e-06,0,0,1,0.0
14,diff_max_distance_light_startle_all,1.778e-05,0,0,1,0.0
15,diff_max_distance_light_startle_all,-1.997e-05,0,0,1,0.0
16,diff_max_distance_light_startle_all,-2.36e-06,0,0,1,0.0
17,diff_max_distance_light_startle_all,-0.00032941,0,0,1,0.0
18,diff_max_distance_light_startle_all,-2.25e-05,0,0,1,0.0
19,diff_max_distance_light_startle_all,0.00134184,0,0,1,0.0
20,diff_max_distance_light_startle_all,-0.00019624,0,0,1,0.0
1,avg_latency_max_distance_light_startle_all,0.27996338,0,0,1,0.0
2,avg_latency_max_distance_light_startle_all,0.40328058,0,0,1,0.0
3,avg_latency_max_distance_light_startle_all,0.49660171,0,0,1,0.0
4,avg_latency_max_distance_light_startle_all,0.44327535,0,0,1,0.0
5,avg_latency_max_distance_light_startle_all,0.57325835,0,0,1,0.0
6,avg_latency_max_distance_light_startle_all,0.47660433,0,0,1,0.0
7,avg_latency_max_distance_light_startle_all,0.43327666,0,0,1,0.0
8,avg_latency_max_distance_light_startle_all,0.68657686,0,0,1,0.0
9,avg_latency_max_distance_light_startle_all,0.43660956,0,0,1,0.0
10,avg_latency_max_distance_light_startle_all,0.49993461,0,0,1,0.0
11,avg_latency_max_distance_light_startle_all,0.40328058,0,0,1,0.0
12,avg_latency_max_distance_light_startle_all,0.54992807,0,0,1,0.0
13,avg_latency_max_distance_light_startle_all,0.42327797,0,0,1,0.0
14,avg_latency_max_distance_light_startle_all,0.5066004,0,0,1,0.0
15,avg_latency_max_distance_light_startle_all,0.56992545,0,0,1,0.0
16,avg_latency_max_distance_light_startle_all,0.41661217,0,0,1,0.0
17,avg_latency_max_distance_light_startle_all,0.57325835,0,0,1,0.0
18,avg_latency_max_distance_light_startle_all,0.67657817,0,0,1,0.0
19,avg_latency_max_distance_light_startle_all,0.42327797,0,0,1,0.0
20,avg_latency_max_distance_light_startle_all,0.46660563,0,0,1,0.0
1,mean_distance_light_startle_rep_1,2.648e-05,0,0,1,0.0
1,mean_distance_light_startle_rep_2,6.397e-05,0,0,1,0.0
2,mean_distance_light_startle_rep_1,1.652e-05,0,0,1,0.0
2,mean_distance_light_startle_rep_2,1.936e-05,0,0,1,0.0
3,mean_distance_light_startle_rep_1,2.867e-05,0,0,1,0.0
3,mean_distance_light_startle_rep_2,2.507e-05,0,0,1,0.0
4,mean_distance_light_startle_rep_1,2.037e-05,0,0,1,0.0
4,mean_distance_light_startle_rep_2,2.727e-05,0,0,1,0.0
5,mean_distance_light_startle_rep_1,0.0001038,0,0,1,0.0
5,mean_distance_light_startle_rep_2,2.302e-05,0,0,1,0.0
6,mean_distance_light_startle_rep_1,2.035e-05,0,0,1,0.0
6,mean_distance_light_startle_rep_2,2.228e-05,0,0,1,0.0
7,mean_distance_light_startle_rep_1,4.853e-05,0,0,1,0.0
7,mean_distance_light_startle_rep_2,2.959e-05,0,0,1,0.0
8,mean_distance_light_startle_rep_1,1.55e-05,0,0,1,0.0
8,mean_distance_light_startle_rep_2,3.008e-05,0,0,1,0.0
9,mean_distance_light_startle_rep_1,2.427e-05,0,0,1,0.0
9,mean_distance_light_startle_rep_2,3.13e-05,0,0,1,0.0
10,mean_distance_light_startle_rep_1,2.121e-05,0,0,1,0.0
10,mean_distance_light_startle_rep_2,4.538e-05,0,0,1,0.0
11,mean_distance_light_startle_rep_1,2.506e-05,0,0,1,0.0
11,mean_distance_light_startle_rep_2,2.702e-05,0,0,1,0.0
12,mean_distance_light_startle_rep_1,2.546e-05,0,0,1,0.0
12,mean_distance_light_startle_rep_2,2.945e-05,0,0,1,0.0
13,mean_distance_light_startle_rep_1,2.127e-05,0,0,1,0.0
13,mean_distance_light_startle_rep_2,2.389e-05,0,0,1,0.0
14,mean_distance_light_startle_rep_1,2.412e-05,0,0,1,0.0
14,mean_distance_light_startle_rep_2,3.615e-05,0,0,1,0.0
15,mean_distance_light_startle_rep_1,2.499e-05,0,0,1,0.0
15,mean_distance_light_startle_rep_2,2.781e-05,0,0,1,0.0
16,mean_distance_light_startle_rep_1,2.339e-05,0,0,1,0.0
16,mean_distance_light_startle_rep_2,3.937e-05,0,0,1,0.0
17,mean_distance_light_startle_rep_1,2.397e-05,0,0,1,0.0
17,mean_distance_light_startle_rep_2,4.049e-05,0,0,1,0.0
18,mean_distance_light_startle_rep_1,3.697e-05,0,0,1,0.0
18,mean_distance_light_startle_rep_2,2.747e-05,0,0,1,0.0
19,mean_distance_light_startle_rep_1,1.956e-05,0,0,1,0.0
19,mean_distance_light_startle_rep_2,6.183e-05,0,0,1,0.0
20,mean_distance_light_startle_rep_1,5.318e-05,0,0,1,0.0
20,mean_distance_light_startle_rep_2,1.825e-05,0,0,1,0.0
1,diff_mean_distance_light_startle_rep_1,2.46e-06,0,0,1,0.0
1,diff_mean_distance_light_startle_rep_2,0.00010542,0,0,1,0.0
2,diff_mean_distance_light_startle_rep_1,-4.37e-06,0,0,1,0.0
2,diff_mean_distance_light_startle_rep_2,7.9e-07,0,0,1,0.0
3,diff_mean_distance_light_startle_rep_1,-8.7e-06,0,0,1,0.0
3,diff_mean_distance_light_startle_rep_2,4.57e-06,0,0,1,0.0
4,diff_mean_distance_light_startle_rep_1,-2.907e-05,0,0,1,0.0
4,diff_mean_distance_light_startle_rep_2,6.49e-06,0,0,1,0.0
5,diff_mean_distance_light_startle_rep_1,-3.403e-05,0,0,1,0.0
5,diff_mean_distance_light_startle_rep_2,6e-08,0,0,1,0.0
6,diff_mean_distance_light_startle_rep_1,1.34e-06,0,0,1,0.0
6,diff_mean_distance_light_startle_rep_2,-1.42e-06,0,0,1,0.0
7,diff_mean_distance_light_startle_rep_1,2.3e-07,0,0,1,0.0
7,diff_mean_distance_light_startle_rep_2,2.62e-06,0,0,1,0.0
8,diff_mean_distance_light_startle_rep_1,1.18e-06,0,0,1,0.0
8,diff_mean_distance_light_startle_rep_2,6.548e-05,0,0,1,0.0
9,diff_mean_distance_light_startle_rep_1,2.91e-06,0,0,1,0.0
9,diff_mean_distance_light_startle_rep_2,7.49e-06,0,0,1,0.0
10,diff_mean_distance_light_startle_rep_1,2.86e-06,0,0,1,0.0
10,diff_mean_distance_light_startle_rep_2,-7.041e-05,0,0,1,0.0
11,diff_mean_distance_light_startle_rep_1,-2.17e-06,0,0,1,0.0
11,diff_mean_distance_light_startle_rep_2,5.14e-06,0,0,1,0.0
12,diff_mean_distance_light_startle_rep_1,5.46e-06,0,0,1,0.0
12,diff_mean_distance_light_startle_rep_2,8.79e-06,0,0,1,0.0
13,diff_mean_distance_light_startle_rep_1,-3.8e-07,0,0,1,0.0
13,diff_mean_distance_light_startle_rep_2,-3.08e-06,0,0,1,0.0
14,diff_mean_distance_light_startle_rep_1,1.51e-06,0,0,1,0.0
14,diff_mean_distance_light_startle_rep_2,1.548e-05,0,0,1,0.0
15,diff_mean_distance_light_startle_rep_1,-2.37e-06,0,0,1,0.0
15,diff_mean_distance_light_startle_rep_2,-7.98e-06,0,0,1,0.0
16,diff_mean_distance_light_startle_rep_1,4.23e-06,0,0,1,0.0
16,diff_mean_distance_light_startle_rep_2,1e-08,0,0,1,0.0
17,diff_mean_distance_light_startle_rep_1,1.61e-06,0,0,1,0.0
17,diff_mean_distance_light_startle_rep_2,-7.931e-05,0,0,1,0.0
18,diff_mean_distance_light_startle_rep_1,2.46e-06,0,0,1,0.0
18,diff_mean_distance_light_startle_rep_2,1.22e-06,0,0,1,0.0
19,diff_mean_distance_light_startle_rep_1,-3.42e-06,0,0,1,0.0
19,diff_mean_distance_light_startle_rep_2,0.00014369,0,0,1,0.0
20,diff_mean_distance_light_startle_rep_1,-3.967e-05,0,0,1,0.0
20,diff_mean_distance_light_startle_rep_2,-2.08e-06,0,0,1,0.0
1,avg_latency_mean_distance_light_startle_rep_1,0.22663702,0,0,1,0.0
1,avg_latency_mean_distance_light_startle_rep_2,0.33328974,0,0,1,0.0
2,avg_latency_mean_distance_light_startle_rep_1,0.45327405,0,0,1,0.0
2,avg_latency_mean_distance_light_startle_rep_2,0.35328712,0,0,1,0.0
3,avg_latency_mean_distance_light_startle_rep_1,0.49993461,0,0,1,0.0
3,avg_latency_mean_distance_light_startle_rep_2,0.49326881,0,0,1,0.0
4,avg_latency_mean_distance_light_startle_rep_1,0.45993984,0,0,1,0.0
4,avg_latency_mean_distance_light_startle_rep_2,0.42661087,0,0,1,0.0
5,avg_latency_mean_distance_light_startle_rep_1,0.55992676,0,0,1,0.0
5,avg_latency_mean_distance_light_startle_rep_2,0.58658994,0,0,1,0.0
6,avg_latency_mean_distance_light_startle_rep_1,0.61991891,0,0,1,0.0
6,avg_latency_mean_distance_light_startle_rep_2,0.33328974,0,0,1,0.0
7,avg_latency_mean_distance_light_startle_rep_1,0.48660302,0,0,1,0.0
7,avg_latency_mean_distance_light_startle_rep_2,0.3799503,0,0,1,0.0
8,avg_latency_mean_distance_light_startle_rep_1,0.67324527,0,0,1,0.0
8,avg_latency_mean_distance_light_startle_rep_2,0.69990845,0,0,1,0.0
9,avg_latency_mean_distance_light_startle_rep_1,0.57325835,0,0,1,0.0
9,avg_latency_mean_distance_light_startle_rep_2,0.29996077,0,0,1,0.0
10,avg_latency_mean_distance_light_startle_rep_1,0.36661871,0,0,1,0.0
10,avg_latency_mean_distance_light_startle_rep_2,0.6332505,0,0,1,0.0
11,avg_latency_mean_distance_light_startle_rep_1,0.34662133,0,0,1,0.0
11,avg_latency_mean_distance_light_startle_rep_2,0.45993984,0,0,1,0.0
12,avg_latency_mean_distance_light_startle_rep_1,0.5132662,0,0,1,0.0
12,avg_latency_mean_distance_light_startle_rep_2,0.58658994,0,0,1,0.0
13,avg_latency_mean_distance_light_startle_rep_1,0.31995815,0,0,1,0.0
13,avg_latency_mean_distance_light_startle_rep_2,0.52659779,0,0,1,0.0
14,avg_latency_mean_distance_light_startle_rep_1,0.6399163,0,0,1,0.0
14,avg_latency_mean_distance_light_startle_rep_2,0.37328451,0,0,1,0.0
15,avg_latency_mean_distance_light_startle_rep_1,0.59325574,0,0,1,0.0
15,avg_latency_mean_distance_light_startle_rep_2,0.54659517,0,0,1,0.0
16,avg_latency_mean_distance_light_startle_rep_1,0.29996077,0,0,1,0.0
16,avg_latency_mean_distance_light_startle_rep_2,0.53326358,0,0,1,0.0
17,avg_latency_mean_distance_light_startle_rep_1,0.6332505,0,0,1,0.0
17,avg_latency_mean_distance_light_startle_rep_2,0.5132662,0,0,1,0.0
18,avg_latency_mean_distance_light_startle_rep_1,0.64658209,0,0,1,0.0
18,avg_latency_mean_distance_light_startle_rep_2,0.70657425,0,0,1,0.0
19,avg_latency_mean_distance_light_startle_rep_1,0.40661348,0,0,1,0.0
19,avg_latency_mean_distance_light_startle_rep_2,0.43994246,0,0,1,0.0
20,avg_latency_mean_distance_light_startle_rep_1,0.57325835,0,0,1,0.0
20,avg_latency_mean_distance_light_startle_rep_2,0.35995292,0,0,1,0.0
1,mean_distance_light_startle_all,4.523e-05,0,0,1,0.0
2,mean_distance_light_startle_all,1.794e-05,0,0,1,0.0
3,mean_distance_light_startle_all,2.687e-05,0,0,1,0.0
4,mean_distance_light_startle_all,2.382e-05,0,0,1,0.0
5,mean_distance_light_startle_all,6.341e-05,0,0,1,0.0
6,mean_distance_light_startle_all,2.132e-05,0,0,1,0.0
7,mean_distance_light_startle_all,3.906e-05,0,0,1,0.0
8,mean_distance_light_startle_all,2.279e-05,0,0,1,0.0
9,mean_distance_light_startle_all,2.779e-05,0,0,1,0.0
10,mean_distance_light_startle_all,3.329e-05,0,0,1,0.0
11,mean_distance_light_startle_all,2.604e-05,0,0,1,0.0
12,mean_distance_light_startle_all,2.746e-05,0,0,1,0.0
13,mean_distance_light_startle_all,2.258e-05,0,0,1,0.0
14,mean_distance_light_startle_all,3.014e-05,0,0,1,0.0
15,mean_distance_light_startle_all,2.64e-05,0,0,1,0.0
16,mean_distance_light_startle_all,3.138e-05,0,0,1,0.0
17,mean_distance_light_startle_all,3.223e-05,0,0,1,0.0
18,mean_distance_light_startle_all,3.222e-05,0,0,1,0.0
19,mean_distance_light_startle_all,4.069e-05,0,0,1,0.0
20,mean_distance_light_startle_all,3.571e-05,0,0,1,0.0
1,diff_mean_distance_light_startle_all,5.394e-05,0,0,1,0.0
2,diff_mean_distance_light_startle_all,-1.79e-06,0,0,1,0.0
3,diff_mean_distance_light_startle_all,-2.07e-06,0,0,1,0.0
4,diff_mean_distance_light_startle_all,-1.129e-05,0,0,1,0.0
5,diff_mean_distance_light_startle_all,-1.699e-05,0,0,1,0.0
6,diff_mean_distance_light_startle_all,-4e-08,0,0,1,0.0
7,diff_mean_distance_light_startle_all,1.42e-06,0,0,1,0.0
8,diff_mean_distance_light_startle_all,3.333e-05,0,0,1,0.0
9,diff_mean_distance_light_startle_all,5.2e-06,0,0,1,0.0
10,diff_mean_distance_light_startle_all,-3.378e-05,0,0,1,0.0
11,diff_mean_distance_light_startle_all,1.48e-06,0,0,1,0.0
12,diff_mean_distance_light_startle_all,7.13e-06,0,0,1,0.0
13,diff_mean_distance_light_startle_all,-1.73e-06,0,0,1,0.0
14,diff_mean_distance_light_startle_all,8.5e-06,0,0,1,0.0
15,diff_mean_distance_light_startle_all,-5.18e-06,0,0,1,0.0
16,diff_mean_distance_light_startle_all,2.12e-06,0,0,1,0.0
17,diff_mean_distance_light_startle_all,-3.885e-05,0,0,1,0.0
18,diff_mean_distance_light_startle_all,1.84e-06,0,0,1,0.0
19,diff_mean_distance_light_startle_all,7.014e-05,0,0,1,0.0
20,diff_mean_distance_light_startle_all,-2.087e-05,0,0,1,0.0
1,avg_latency_mean_distance_light_startle_all,0.27996338,0,0,1,0.0
2,avg_latency_mean_distance_light_startle_all,0.40328058,0,0,1,0.0
3,avg_latency_mean_distance_light_startle_all,0.49660171,0,0,1,0.0
4,avg_latency_mean_distance_light_startle_all,0.44327535,0,0,1,0.0
5,avg_latency_mean_distance_light_startle_all,0.57325835,0,0,1,0.0
6,avg_latency_mean_distance_light_startle_all,0.47660433,0,0,1,0.0
7,avg_latency_mean_distance_light_startle_all,0.43327666,0,0,1,0.0
8,avg_latency_mean_distance_light_startle_all,0.68657686,0,0,1,0.0
9,avg_latency_mean_distance_light_startle_all,0.43660956,0,0,1,0.0
10,avg_latency_mean_distance_light_startle_all,0.49993461,0,0,1,0.0
11,avg_latency_mean_distance_light_startle_all,0.40328058,0,0,1,0.0
12,avg_latency_mean_distance_light_startle_all,0.54992807,0,0,1,0.0
13,avg_latency_mean_distance_light_startle_all,0.42327797,0,0,1,0.0
14,avg_latency_mean_distance_light_startle_all,0.5066004,0,0,1,0.0
15,avg_latency_mean_distance_light_startle_all,0.56992545,0,0,1,0.0
16,avg_latency_mean_distance_light_startle_all,0.41661217,0,0,1,0.0
17,avg_latency_mean_distance_light_startle_all,0.57325835,0,0,1,0.0
18,avg_latency_mean_distance_light_startle_all,0.67657817,0,0,1,0.0
19,avg_latency_mean_distance_light_startle_all,0.42327797,0,0,1,0.0
20,avg_latency_mean_distance_light_startle_all,0.46660563,0,0,1,0.0
1,sum_distance_light_startle_rep_1,0.003972099999999999,0,0,1,0.0
1,sum_distance_light_startle_rep_2,0.00959606,0,0,1,0.0
2,sum_distance_light_startle_rep_1,0.00247856,0,0,1,0.0
2,sum_distance_light_startle_rep_2,0.00290455,0,0,1,0.0
3,sum_distance_light_startle_rep_1,0.00429983,0,0,1,0.0
3,sum_distance_light_startle_rep_2,0.00376114,0,0,1,0.0
4,sum_distance_light_startle_rep_1,0.00305492,0,0,1,0.0
4,sum_distance_light_startle_rep_2,0.00408995,0,0,1,0.0
5,sum_distance_light_startle_rep_1,0.01557033,0,0,1,0.0
5,sum_distance_light_startle_rep_2,0.00345314,0,0,1,0.0
6,sum_distance_light_startle_rep_1,0.00305222,0,0,1,0.0
6,sum_distance_light_startle_rep_2,0.00334239,0,0,1,0.0
7,sum_distance_light_startle_rep_1,0.00728013,0,0,1,0.0
7,sum_distance_light_startle_rep_2,0.00443818,0,0,1,0.0
8,sum_distance_light_startle_rep_1,0.00232538,0,0,1,0.0
8,sum_distance_light_startle_rep_2,0.00451256,0,0,1,0.0
9,sum_distance_light_startle_rep_1,0.00364107,0,0,1,0.0
9,sum_distance_light_startle_rep_2,0.00469484,0,0,1,0.0
10,sum_distance_light_startle_rep_1,0.0031815999999999997,0,0,1,0.0
10,sum_distance_light_startle_rep_2,0.00680652,0,0,1,0.0
11,sum_distance_light_startle_rep_1,0.00375849,0,0,1,0.0
11,sum_distance_light_startle_rep_2,0.00405372,0,0,1,0.0
12,sum_distance_light_startle_rep_1,0.0038196999999999997,0,0,1,0.0
12,sum_distance_light_startle_rep_2,0.00441782,0,0,1,0.0
13,sum_distance_light_startle_rep_1,0.00319085,0,0,1,0.0
13,sum_distance_light_startle_rep_2,0.00358408,0,0,1,0.0
14,sum_distance_light_startle_rep_1,0.00361842,0,0,1,0.0
14,sum_distance_light_startle_rep_2,0.00542276,0,0,1,0.0
15,sum_distance_light_startle_rep_1,0.00374802,0,0,1,0.0
15,sum_distance_light_startle_rep_2,0.00417205,0,0,1,0.0
16,sum_distance_light_startle_rep_1,0.00350798,0,0,1,0.0
16,sum_distance_light_startle_rep_2,0.00590557,0,0,1,0.0
17,sum_distance_light_startle_rep_1,0.00359608,0,0,1,0.0
17,sum_distance_light_startle_rep_2,0.00607391,0,0,1,0.0
18,sum_distance_light_startle_rep_1,0.00554586,0,0,1,0.0
18,sum_distance_light_startle_rep_2,0.00411996,0,0,1,0.0
19,sum_distance_light_startle_rep_1,0.00293366,0,0,1,0.0
19,sum_distance_light_startle_rep_2,0.00927483,0,0,1,0.0
20,sum_distance_light_startle_rep_1,0.00797645,0,0,1,0.0
20,sum_distance_light_startle_rep_2,0.00273743,0,0,1,0.0
1,diff_sum_distance_light_startle_rep_1,7.375e-05,0,0,1,0.0
1,diff_sum_distance_light_startle_rep_2,0.00316251,0,0,1,0.0
2,diff_sum_distance_light_startle_rep_1,-0.00013106,0,0,1,0.0
2,diff_sum_distance_light_startle_rep_2,2.378e-05,0,0,1,0.0
3,diff_sum_distance_light_startle_rep_1,-0.00026109,0,0,1,0.0
3,diff_sum_distance_light_startle_rep_2,0.00013718,0,0,1,0.0
4,diff_sum_distance_light_startle_rep_1,-0.00087205,0,0,1,0.0
4,diff_sum_distance_light_startle_rep_2,0.00019464,0,0,1,0.0
5,diff_sum_distance_light_startle_rep_1,-0.00102103,0,0,1,0.0
5,diff_sum_distance_light_startle_rep_2,1.83e-06,0,0,1,0.0
6,diff_sum_distance_light_startle_rep_1,4.015e-05,0,0,1,0.0
6,diff_sum_distance_light_startle_rep_2,-4.252e-05,0,0,1,0.0
7,diff_sum_distance_light_startle_rep_1,6.75e-06,0,0,1,0.0
7,diff_sum_distance_light_startle_rep_2,7.873e-05,0,0,1,0.0
8,diff_sum_distance_light_startle_rep_1,3.546e-05,0,0,1,0.0
8,diff_sum_distance_light_startle_rep_2,0.00196437,0,0,1,0.0
9,diff_sum_distance_light_startle_rep_1,8.735e-05,0,0,1,0.0
9,diff_sum_distance_light_startle_rep_2,0.00022457,0,0,1,0.0
10,diff_sum_distance_light_startle_rep_1,8.575e-05,0,0,1,0.0
10,diff_sum_distance_light_startle_rep_2,-0.00211243,0,0,1,0.0
11,diff_sum_distance_light_startle_rep_1,-6.518e-05,0,0,1,0.0
11,diff_sum_distance_light_startle_rep_2,0.00015416,0,0,1,0.0
12,diff_sum_distance_light_startle_rep_1,0.00016391,0,0,1,0.0
12,diff_sum_distance_light_startle_rep_2,0.00026373,0,0,1,0.0
13,diff_sum_distance_light_startle_rep_1,-1.1400000000000001e-05,0,0,1,0.0
13,diff_sum_distance_light_startle_rep_2,-9.238e-05,0,0,1,0.0
14,diff_sum_distance_light_startle_rep_1,4.543e-05,0,0,1,0.0
14,diff_sum_distance_light_startle_rep_2,0.00046427,0,0,1,0.0
15,diff_sum_distance_light_startle_rep_1,-7.124e-05,0,0,1,0.0
15,diff_sum_distance_light_startle_rep_2,-0.00023946,0,0,1,0.0
16,diff_sum_distance_light_startle_rep_1,0.00012699,0,0,1,0.0
16,diff_sum_distance_light_startle_rep_2,2.5e-07,0,0,1,0.0
17,diff_sum_distance_light_startle_rep_1,4.838e-05,0,0,1,0.0
17,diff_sum_distance_light_startle_rep_2,-0.00237924,0,0,1,0.0
18,diff_sum_distance_light_startle_rep_1,7.365e-05,0,0,1,0.0
18,diff_sum_distance_light_startle_rep_2,3.651e-05,0,0,1,0.0
19,diff_sum_distance_light_startle_rep_1,-0.00010252,0,0,1,0.0
19,diff_sum_distance_light_startle_rep_2,0.0043108,0,0,1,0.0
20,diff_sum_distance_light_startle_rep_1,-0.00118997,0,0,1,0.0
20,diff_sum_distance_light_startle_rep_2,-6.244e-05,0,0,1,0.0
1,avg_latency_sum_distance_light_startle_rep_1,0.22663702,0,0,1,0.0
1,avg_latency_sum_distance_light_startle_rep_2,0.33328974,0,0,1,0.0
2,avg_latency_sum_distance_light_startle_rep_1,0.45327405,0,0,1,0.0
2,avg_latency_sum_distance_light_startle_rep_2,0.35328712,0,0,1,0.0
3,avg_latency_sum_distance_light_startle_rep_1,0.49993461,0,0,1,0.0
3,avg_latency_sum_distance_light_startle_rep_2,0.49326881,0,0,1,0.0
4,avg_latency_sum_distance_light_startle_rep_1,0.45993984,0,0,1,0.0
4,avg_latency_sum_distance_light_startle_rep_2,0.42661087,0,0,1,0.0
5,avg_latency_sum_distance_light_startle_rep_1,0.55992676,0,0,1,0.0
5,avg_latency_sum_distance_light_startle_rep_2,0.58658994,0,0,1,0.0
6,avg_latency_sum_distance_light_startle_rep_1,0.61991891,0,0,1,0.0
6,avg_latency_sum_distance_light_startle_rep_2,0.33328974,0,0,1,0.0
7,avg_latency_sum_distance_light_startle_rep_1,0.48660302,0,0,1,0.0
7,avg_latency_sum_distance_light_startle_rep_2,0.3799503,0,0,1,0.0
8,avg_latency_sum_distance_light_startle_rep_1,0.67324527,0,0,1,0.0
8,avg_latency_sum_distance_light_startle_rep_2,0.69990845,0,0,1,0.0
9,avg_latency_sum_distance_light_startle_rep_1,0.57325835,0,0,1,0.0
9,avg_latency_sum_distance_light_startle_rep_2,0.29996077,0,0,1,0.0
10,avg_latency_sum_distance_light_startle_rep_1,0.36661871,0,0,1,0.0
10,avg_latency_sum_distance_light_startle_rep_2,0.6332505,0,0,1,0.0
11,avg_latency_sum_distance_light_startle_rep_1,0.34662133,0,0,1,0.0
11,avg_latency_sum_distance_light_startle_rep_2,0.45993984,0,0,1,0.0
12,avg_latency_sum_distance_light_startle_rep_1,0.5132662,0,0,1,0.0
12,avg_latency_sum_distance_light_startle_rep_2,0.58658994,0,0,1,0.0
13,avg_latency_sum_distance_light_startle_rep_1,0.31995815,0,0,1,0.0
13,avg_latency_sum_distance_light_startle_rep_2,0.52659779,0,0,1,0.0
14,avg_latency_sum_distance_light_startle_rep_1,0.6399163,0,0,1,0.0
14,avg_latency_sum_distance_light_startle_rep_2,0.37328451,0,0,1,0.0
15,avg_latency_sum_distance_light_startle_rep_1,0.59325574,0,0,1,0.0
15,avg_latency_sum_distance_light_startle_rep_2,0.54659517,0,0,1,0.0
16,avg_latency_sum_distance_light_startle_rep_1,0.29996077,0,0,1,0.0
16,avg_latency_sum_distance_light_startle_rep_2,0.53326358,0,0,1,0.0
17,avg_latency_sum_distance_light_startle_rep_1,0.6332505,0,0,1,0.0
17,avg_latency_sum_distance_light_startle_rep_2,0.5132662,0,0,1,0.0
18,avg_latency_sum_distance_light_startle_rep_1,0.64658209,0,0,1,0.0
18,avg_latency_sum_distance_light_startle_rep_2,0.70657425,0,0,1,0.0
19,avg_latency_sum_distance_light_startle_rep_1,0.40661348,0,0,1,0.0
19,avg_latency_sum_distance_light_startle_rep_2,0.43994246,0,0,1,0.0
20,avg_latency_sum_distance_light_startle_rep_1,0.57325835,0,0,1,0.0
20,avg_latency_sum_distance_light_startle_rep_2,0.35995292,0,0,1,0.0
1,sum_distance_light_startle_all,0.01356817,0,0,1,0.0
2,sum_distance_light_startle_all,0.00538311,0,0,1,0.0
3,sum_distance_light_startle_all,0.00806097,0,0,1,0.0
4,sum_distance_light_startle_all,0.00714488,0,0,1,0.0
5,sum_distance_light_startle_all,0.01902347,0,0,1,0.0
6,sum_distance_light_startle_all,0.00639461,0,0,1,0.0
7,sum_distance_light_startle_all,0.01171831,0,0,1,0.0
8,sum_distance_light_startle_all,0.00683794,0,0,1,0.0
9,sum_distance_light_startle_all,0.00833591,0,0,1,0.0
10,sum_distance_light_startle_all,0.00998812,0,0,1,0.0
11,sum_distance_light_startle_all,0.00781221,0,0,1,0.0
12,sum_distance_light_startle_all,0.00823753,0,0,1,0.0
13,sum_distance_light_startle_all,0.00677493,0,0,1,0.0
14,sum_distance_light_startle_all,0.00904118,0,0,1,0.0
15,sum_distance_light_startle_all,0.00792008,0,0,1,0.0
16,sum_distance_light_startle_all,0.00941355,0,0,1,0.0
17,sum_distance_light_startle_all,0.00966999,0,0,1,0.0
18,sum_distance_light_startle_all,0.00966582,0,0,1,0.0
19,sum_distance_light_startle_all,0.01220849,0,0,1,0.0
20,sum_distance_light_startle_all,0.01071388,0,0,1,0.0
1,diff_sum_distance_light_startle_all,0.00161813,0,0,1,0.0
2,diff_sum_distance_light_startle_all,-5.364e-05,0,0,1,0.0
3,diff_sum_distance_light_startle_all,-6.196e-05,0,0,1,0.0
4,diff_sum_distance_light_startle_all,-0.0003387,0,0,1,0.0
5,diff_sum_distance_light_startle_all,-0.0005096,0,0,1,0.0
6,diff_sum_distance_light_startle_all,-1.18e-06,0,0,1,0.0
7,diff_sum_distance_light_startle_all,4.274e-05,0,0,1,0.0
8,diff_sum_distance_light_startle_all,0.00099991,0,0,1,0.0
9,diff_sum_distance_light_startle_all,0.00015596,0,0,1,0.0
