fish,metric,y,baseline,recovery,drug,dose
46,mean_speed_light_startle_all,0.00295661,0,0,1,0.5
47,mean_speed_light_startle_all,0.0028888,0,0,1,0.5
48,mean_speed_light_startle_all,0.00148475,0,0,1,0.5
49,mean_speed_light_startle_all,0.00147412,0,0,1,0.5
50,mean_speed_light_startle_all,0.00094224,0,0,1,0.5
51,mean_speed_light_startle_all,0.0008391,0,0,1,0.5
52,mean_speed_light_startle_all,0.00093319,0,0,1,0.5
53,mean_speed_light_startle_all,0.00133058,0,0,1,0.5
54,mean_speed_light_startle_all,0.00228834,0,0,1,0.5
55,mean_speed_light_startle_all,0.0012259,0,0,1,0.5
56,mean_speed_light_startle_all,0.00074721,0,0,1,0.5
57,mean_speed_light_startle_all,0.00084883,0,0,1,0.5
58,mean_speed_light_startle_all,0.00158157,0,0,1,0.5
59,mean_speed_light_startle_all,0.0008037000000000001,0,0,1,0.5
60,mean_speed_light_startle_all,0.00075778,0,0,1,0.5
41,diff_mean_speed_light_startle_all,0.00038563,0,0,1,0.5
42,diff_mean_speed_light_startle_all,0.00067506,0,0,1,0.5
43,diff_mean_speed_light_startle_all,-0.00081599,0,0,1,0.5
44,diff_mean_speed_light_startle_all,-0.00035616,0,0,1,0.5
45,diff_mean_speed_light_startle_all,-0.00023087,0,0,1,0.5
46,diff_mean_speed_light_startle_all,-0.00160976,0,0,1,0.5
47,diff_mean_speed_light_startle_all,-0.00061644,0,0,1,0.5
48,diff_mean_speed_light_startle_all,-0.00047417,0,0,1,0.5
49,diff_mean_speed_light_startle_all,0.00030230000000000003,0,0,1,0.5
50,diff_mean_speed_light_startle_all,6.796e-05,0,0,1,0.5
51,diff_mean_speed_light_startle_all,-7.780000000000001e-05,0,0,1,0.5
52,diff_mean_speed_light_startle_all,-0.00023334,0,0,1,0.5
53,diff_mean_speed_light_startle_all,-0.00030339,0,0,1,0.5
54,diff_mean_speed_light_startle_all,-0.0011232999999999998,0,0,1,0.5
55,diff_mean_speed_light_startle_all,0.00044161,0,0,1,0.5
56,diff_mean_speed_light_startle_all,0.00026505,0,0,1,0.5
57,diff_mean_speed_light_startle_all,8.834e-05,0,0,1,0.5
58,diff_mean_speed_light_startle_all,-0.00142244,0,0,1,0.5
59,diff_mean_speed_light_startle_all,9.93e-05,0,0,1,0.5
60,diff_mean_speed_light_startle_all,-0.00037647,0,0,1,0.5
41,avg_latency_mean_speed_light_startle_all,0.47327143,0,0,1,0.5
42,avg_latency_mean_speed_light_startle_all,0.29662787,0,0,1,0.5
43,avg_latency_mean_speed_light_startle_all,0.42661087,0,0,1,0.5
44,avg_latency_mean_speed_light_startle_all,0.41661217,0,0,1,0.5
45,avg_latency_mean_speed_light_startle_all,0.48327012,0,0,1,0.5
46,avg_latency_mean_speed_light_startle_all,0.23996861,0,0,1,0.5
47,avg_latency_mean_speed_light_startle_all,0.44327535,0,0,1,0.5
48,avg_latency_mean_speed_light_startle_all,0.48327012,0,0,1,0.5
49,avg_latency_mean_speed_light_startle_all,0.51993199,0,0,1,0.5
50,avg_latency_mean_speed_light_startle_all,0.56325966,0,0,1,0.5
51,avg_latency_mean_speed_light_startle_all,0.52993069,0,0,1,0.5
52,avg_latency_mean_speed_light_startle_all,0.50326751,0,0,1,0.5
53,avg_latency_mean_speed_light_startle_all,0.47327143,0,0,1,0.5
54,avg_latency_mean_speed_light_startle_all,0.39994769,0,0,1,0.5
55,avg_latency_mean_speed_light_startle_all,0.29329497,0,0,1,0.5
56,avg_latency_mean_speed_light_startle_all,0.45993984,0,0,1,0.5
57,avg_latency_mean_speed_light_startle_all,0.64991499,0,0,1,0.5
58,avg_latency_mean_speed_light_startle_all,0.5165991,0,0,1,0.5
59,avg_latency_mean_speed_light_startle_all,0.36995161,0,0,1,0.5
60,avg_latency_mean_speed_light_startle_all,0.42994376,0,0,1,0.5
41,max_speed_dark_startle_rep_1,0.03570162,0,0,1,0.5
41,max_speed_dark_startle_rep_2,0.00198512,0,0,1,0.5
42,max_speed_dark_startle_rep_1,0.02663765,0,0,1,0.5
42,max_speed_dark_startle_rep_2,0.03082544,0,0,1,0.5
43,max_speed_dark_startle_rep_1,0.03803536,0,0,1,0.5
43,max_speed_dark_startle_rep_2,0.00252518,0,0,1,0.5
44,max_speed_dark_startle_rep_1,0.04894212,0,0,1,0.5
44,max_speed_dark_startle_rep_2,0.03428354,0,0,1,0.5
45,max_speed_dark_startle_rep_1,0.035473199999999996,0,0,1,0.5
45,max_speed_dark_startle_rep_2,0.05347662,0,0,1,0.5
46,max_speed_dark_startle_rep_1,0.06280988,0,0,1,0.5
46,max_speed_dark_startle_rep_2,0.02785441,0,0,1,0.5
47,max_speed_dark_startle_rep_1,0.0475208,0,0,1,0.5
47,max_speed_dark_startle_rep_2,0.05113548,0,0,1,0.5
48,max_speed_dark_startle_rep_1,0.03266895,0,0,1,0.5
48,max_speed_dark_startle_rep_2,0.06550044,0,0,1,0.5
49,max_speed_dark_startle_rep_1,0.03707491,0,0,1,0.5
49,max_speed_dark_startle_rep_2,0.02993204,0,0,1,0.5
50,max_speed_dark_startle_rep_1,0.03116131,0,0,1,0.5
50,max_speed_dark_startle_rep_2,0.02764199,0,0,1,0.5
51,max_speed_dark_startle_rep_1,0.0298812,0,0,1,0.5
51,max_speed_dark_startle_rep_2,0.0375655,0,0,1,0.5
52,max_speed_dark_startle_rep_1,0.0334111,0,0,1,0.5
52,max_speed_dark_startle_rep_2,0.03079393,0,0,1,0.5
53,max_speed_dark_startle_rep_1,0.04037551,0,0,1,0.5
53,max_speed_dark_startle_rep_2,0.0290946,0,0,1,0.5
54,max_speed_dark_startle_rep_1,0.03128232,0,0,1,0.5
54,max_speed_dark_startle_rep_2,0.03794026,0,0,1,0.5
55,max_speed_dark_startle_rep_1,0.01532279,0,0,1,0.5
55,max_speed_dark_startle_rep_2,0.03271042,0,0,1,0.5
56,max_speed_dark_startle_rep_1,0.03388508,0,0,1,0.5
56,max_speed_dark_startle_rep_2,0.01878416,0,0,1,0.5
57,max_speed_dark_startle_rep_1,0.04710147,0,0,1,0.5
57,max_speed_dark_startle_rep_2,0.036741300000000005,0,0,1,0.5
58,max_speed_dark_startle_rep_1,0.0263314,0,0,1,0.5
58,max_speed_dark_startle_rep_2,0.00273505,0,0,1,0.5
59,max_speed_dark_startle_rep_1,0.03921327,0,0,1,0.5
59,max_speed_dark_startle_rep_2,0.02235318,0,0,1,0.5
60,max_speed_dark_startle_rep_1,0.03047163,0,0,1,0.5
60,max_speed_dark_startle_rep_2,0.02314897,0,0,1,0.5
41,diff_max_speed_dark_startle_rep_1,0.01721031,0,0,1,0.5
41,diff_max_speed_dark_startle_rep_2,-4.415e-05,0,0,1,0.5
42,diff_max_speed_dark_startle_rep_1,0.00048706,0,0,1,0.5
42,diff_max_speed_dark_startle_rep_2,-0.02431341,0,0,1,0.5
43,diff_max_speed_dark_startle_rep_1,-0.00223204,0,0,1,0.5
43,diff_max_speed_dark_startle_rep_2,-0.00042471,0,0,1,0.5
44,diff_max_speed_dark_startle_rep_1,0.02486302,0,0,1,0.5
44,diff_max_speed_dark_startle_rep_2,-0.00015675,0,0,1,0.5
45,diff_max_speed_dark_startle_rep_1,0.01031666,0,0,1,0.5
45,diff_max_speed_dark_startle_rep_2,-0.03044706,0,0,1,0.5
46,diff_max_speed_dark_startle_rep_1,-0.04527984,0,0,1,0.5
46,diff_max_speed_dark_startle_rep_2,-0.02519276,0,0,1,0.5
47,diff_max_speed_dark_startle_rep_1,0.03543808,0,0,1,0.5
47,diff_max_speed_dark_startle_rep_2,0.03632405,0,0,1,0.5
48,diff_max_speed_dark_startle_rep_1,0.02551617,0,0,1,0.5
48,diff_max_speed_dark_startle_rep_2,0.06357711,0,0,1,0.5
49,diff_max_speed_dark_startle_rep_1,0.01949144,0,0,1,0.5
49,diff_max_speed_dark_startle_rep_2,0.00076293,0,0,1,0.5
50,diff_max_speed_dark_startle_rep_1,0.02868377,0,0,1,0.5
50,diff_max_speed_dark_startle_rep_2,0.02302553,0,0,1,0.5
51,diff_max_speed_dark_startle_rep_1,-0.02542344,0,0,1,0.5
51,diff_max_speed_dark_startle_rep_2,-0.00065287,0,0,1,0.5
52,diff_max_speed_dark_startle_rep_1,-0.00562785,0,0,1,0.5
52,diff_max_speed_dark_startle_rep_2,0.02369567,0,0,1,0.5
53,diff_max_speed_dark_startle_rep_1,0.01534233,0,0,1,0.5
53,diff_max_speed_dark_startle_rep_2,-0.00640406,0,0,1,0.5
54,diff_max_speed_dark_startle_rep_1,0.01978081,0,0,1,0.5
54,diff_max_speed_dark_startle_rep_2,0.01347267,0,0,1,0.5
55,diff_max_speed_dark_startle_rep_1,0.01028514,0,0,1,0.5
55,diff_max_speed_dark_startle_rep_2,0.01637184,0,0,1,0.5
56,diff_max_speed_dark_startle_rep_1,0.00711187,0,0,1,0.5
56,diff_max_speed_dark_startle_rep_2,0.01635203,0,0,1,0.5
57,diff_max_speed_dark_startle_rep_1,-0.00532641,0,0,1,0.5
57,diff_max_speed_dark_startle_rep_2,-0.00998813,0,0,1,0.5
58,diff_max_speed_dark_startle_rep_1,0.01872265,0,0,1,0.5
58,diff_max_speed_dark_startle_rep_2,0.00046307,0,0,1,0.5
59,diff_max_speed_dark_startle_rep_1,0.02234314,0,0,1,0.5
59,diff_max_speed_dark_startle_rep_2,0.0008777999999999999,0,0,1,0.5
60,diff_max_speed_dark_startle_rep_1,0.0066627,0,0,1,0.5
60,diff_max_speed_dark_startle_rep_2,-5.415e-05,0,0,1,0.5
41,avg_latency_max_speed_dark_startle_rep_1,0.56659256,0,0,1,0.5
41,avg_latency_max_speed_dark_startle_rep_2,0.27996338,0,0,1,0.5
42,avg_latency_max_speed_dark_startle_rep_1,0.39994769,0,0,1,0.5
42,avg_latency_max_speed_dark_startle_rep_2,0.67324527,0,0,1,0.5
43,avg_latency_max_speed_dark_startle_rep_1,0.75990061,0,0,1,0.5
43,avg_latency_max_speed_dark_startle_rep_2,0.55326097,0,0,1,0.5
44,avg_latency_max_speed_dark_startle_rep_1,0.5066004,0,0,1,0.5
44,avg_latency_max_speed_dark_startle_rep_2,0.60658733,0,0,1,0.5
45,avg_latency_max_speed_dark_startle_rep_1,0.61325312,0,0,1,0.5
45,avg_latency_max_speed_dark_startle_rep_2,0.79989537,0,0,1,0.5
46,avg_latency_max_speed_dark_startle_rep_1,0.74656902,0,0,1,0.5
46,avg_latency_max_speed_dark_startle_rep_2,0.36661871,0,0,1,0.5
47,avg_latency_max_speed_dark_startle_rep_1,0.59992153,0,0,1,0.5
47,avg_latency_max_speed_dark_startle_rep_2,0.47993722,0,0,1,0.5
48,avg_latency_max_speed_dark_startle_rep_1,0.52659779,0,0,1,0.5
48,avg_latency_max_speed_dark_startle_rep_2,0.47327143,0,0,1,0.5
49,avg_latency_max_speed_dark_startle_rep_1,0.47993722,0,0,1,0.5
49,avg_latency_max_speed_dark_startle_rep_2,0.86655332,0,0,1,0.5
50,avg_latency_max_speed_dark_startle_rep_1,0.81322696,0,0,1,0.5
50,avg_latency_max_speed_dark_startle_rep_2,0.79322958,0,0,1,0.5
51,avg_latency_max_speed_dark_startle_rep_1,0.74656902,0,0,1,0.5
51,avg_latency_max_speed_dark_startle_rep_2,0.57325835,0,0,1,0.5
52,avg_latency_max_speed_dark_startle_rep_1,0.58658994,0,0,1,0.5
52,avg_latency_max_speed_dark_startle_rep_2,0.33995553,0,0,1,0.5
53,avg_latency_max_speed_dark_startle_rep_1,0.66657948,0,0,1,0.5
53,avg_latency_max_speed_dark_startle_rep_2,0.57325835,0,0,1,0.5
54,avg_latency_max_speed_dark_startle_rep_1,0.45993984,0,0,1,0.5
54,avg_latency_max_speed_dark_startle_rep_2,0.82655855,0,0,1,0.5
55,avg_latency_max_speed_dark_startle_rep_1,0.71990584,0,0,1,0.5
55,avg_latency_max_speed_dark_startle_rep_2,0.70657425,0,0,1,0.5
56,avg_latency_max_speed_dark_startle_rep_1,0.44660825,0,0,1,0.5
56,avg_latency_max_speed_dark_startle_rep_2,0.45327405,0,0,1,0.5
57,avg_latency_max_speed_dark_startle_rep_1,0.75323481,0,0,1,0.5
57,avg_latency_max_speed_dark_startle_rep_2,0.79322958,0,0,1,0.5
58,avg_latency_max_speed_dark_startle_rep_1,0.71324004,0,0,1,0.5
58,avg_latency_max_speed_dark_startle_rep_2,0.37328451,0,0,1,0.5
59,avg_latency_max_speed_dark_startle_rep_1,0.58658994,0,0,1,0.5
59,avg_latency_max_speed_dark_startle_rep_2,0.55992676,0,0,1,0.5
60,avg_latency_max_speed_dark_startle_rep_1,0.78656378,0,0,1,0.5
60,avg_latency_max_speed_dark_startle_rep_2,0.55326097,0,0,1,0.5
41,max_speed_dark_startle_all,0.03570162,0,0,1,0.5
42,max_speed_dark_startle_all,0.03082544,0,0,1,0.5
43,max_speed_dark_startle_all,0.03803536,0,0,1,0.5
44,max_speed_dark_startle_all,0.04894212,0,0,1,0.5
45,max_speed_dark_startle_all,0.05347662,0,0,1,0.5
46,max_speed_dark_startle_all,0.06280988,0,0,1,0.5
47,max_speed_dark_startle_all,0.05113548,0,0,1,0.5
48,max_speed_dark_startle_all,0.06550044,0,0,1,0.5
49,max_speed_dark_startle_all,0.03707491,0,0,1,0.5
50,max_speed_dark_startle_all,0.03116131,0,0,1,0.5
51,max_speed_dark_startle_all,0.037565499999999995,0,0,1,0.5
52,max_speed_dark_startle_all,0.0334111,0,0,1,0.5
53,max_speed_dark_startle_all,0.04037551,0,0,1,0.5
54,max_speed_dark_startle_all,0.03794026,0,0,1,0.5
55,max_speed_dark_startle_all,0.03271042,0,0,1,0.5
56,max_speed_dark_startle_all,0.03388508,0,0,1,0.5
57,max_speed_dark_startle_all,0.04710147,0,0,1,0.5
58,max_speed_dark_startle_all,0.0263314,0,0,1,0.5
59,max_speed_dark_startle_all,0.03921327,0,0,1,0.5
60,max_speed_dark_startle_all,0.03047163,0,0,1,0.5
41,diff_max_speed_dark_startle_all,0.00858308,0,0,1,0.5
42,diff_max_speed_dark_startle_all,-0.01191318,0,0,1,0.5
43,diff_max_speed_dark_startle_all,-0.00132838,0,0,1,0.5
44,diff_max_speed_dark_startle_all,0.01235313,0,0,1,0.5
45,diff_max_speed_dark_startle_all,-0.0100652,0,0,1,0.5
46,diff_max_speed_dark_startle_all,-0.035236300000000005,0,0,1,0.5
47,diff_max_speed_dark_startle_all,0.03588106,0,0,1,0.5
48,diff_max_speed_dark_startle_all,0.04454664,0,0,1,0.5
49,diff_max_speed_dark_startle_all,0.01012719,0,0,1,0.5
50,diff_max_speed_dark_startle_all,0.02585465,0,0,1,0.5
51,diff_max_speed_dark_startle_all,-0.01303815,0,0,1,0.5
52,diff_max_speed_dark_startle_all,0.00903391,0,0,1,0.5
53,diff_max_speed_dark_startle_all,0.00446914,0,0,1,0.5
54,diff_max_speed_dark_startle_all,0.01662674,0,0,1,0.5
55,diff_max_speed_dark_startle_all,0.01332849,0,0,1,0.5
56,diff_max_speed_dark_startle_all,0.01173195,0,0,1,0.5
57,diff_max_speed_dark_startle_all,-0.00765727,0,0,1,0.5
58,diff_max_speed_dark_startle_all,0.00959286,0,0,1,0.5
59,diff_max_speed_dark_startle_all,0.01161047,0,0,1,0.5
60,diff_max_speed_dark_startle_all,0.00330427,0,0,1,0.5
41,avg_latency_max_speed_dark_startle_all,0.42327797,0,0,1,0.5
42,avg_latency_max_speed_dark_startle_all,0.53659648,0,0,1,0.5
43,avg_latency_max_speed_dark_startle_all,0.65658079,0,0,1,0.5
44,avg_latency_max_speed_dark_startle_all,0.55659386,0,0,1,0.5
45,avg_latency_max_speed_dark_startle_all,0.70657425,0,0,1,0.5
46,avg_latency_max_speed_dark_startle_all,0.55659386,0,0,1,0.5
47,avg_latency_max_speed_dark_startle_all,0.53992938,0,0,1,0.5
48,avg_latency_max_speed_dark_startle_all,0.49993461,0,0,1,0.5
49,avg_latency_max_speed_dark_startle_all,0.67324527,0,0,1,0.5
50,avg_latency_max_speed_dark_startle_all,0.80322827,0,0,1,0.5
51,avg_latency_max_speed_dark_startle_all,0.65991368,0,0,1,0.5
52,avg_latency_max_speed_dark_startle_all,0.46327274,0,0,1,0.5
53,avg_latency_max_speed_dark_startle_all,0.61991891,0,0,1,0.5
54,avg_latency_max_speed_dark_startle_all,0.6432492,0,0,1,0.5
55,avg_latency_max_speed_dark_startle_all,0.71324004,0,0,1,0.5
56,avg_latency_max_speed_dark_startle_all,0.44994115,0,0,1,0.5
57,avg_latency_max_speed_dark_startle_all,0.77323219,0,0,1,0.5
58,avg_latency_max_speed_dark_startle_all,0.54326227,0,0,1,0.5
59,avg_latency_max_speed_dark_startle_all,0.57325835,0,0,1,0.5
60,avg_latency_max_speed_dark_startle_all,0.66991238,0,0,1,0.5
41,mean_speed_dark_startle_rep_1,0.00310362,0,0,1,0.5
41,mean_speed_dark_startle_rep_2,0.00084156,0,0,1,0.5
42,mean_speed_dark_startle_rep_1,0.00147272,0,0,1,0.5
42,mean_speed_dark_startle_rep_2,0.00239984,0,0,1,0.5
43,mean_speed_dark_startle_rep_1,0.00311179,0,0,1,0.5
43,mean_speed_dark_startle_rep_2,0.00099734,0,0,1,0.5
44,mean_speed_dark_startle_rep_1,0.00420346,0,0,1,0.5
44,mean_speed_dark_startle_rep_2,0.00337286,0,0,1,0.5
45,mean_speed_dark_startle_rep_1,0.0030661,0,0,1,0.5
45,mean_speed_dark_startle_rep_2,0.00320875,0,0,1,0.5
46,mean_speed_dark_startle_rep_1,0.00556381,0,0,1,0.5
46,mean_speed_dark_startle_rep_2,0.00132174,0,0,1,0.5
47,mean_speed_dark_startle_rep_1,0.0028094,0,0,1,0.5
47,mean_speed_dark_startle_rep_2,0.00340074,0,0,1,0.5
48,mean_speed_dark_startle_rep_1,0.00212675,0,0,1,0.5
48,mean_speed_dark_startle_rep_2,0.00197771,0,0,1,0.5
49,mean_speed_dark_startle_rep_1,0.00262537,0,0,1,0.5
49,mean_speed_dark_startle_rep_2,0.00182007,0,0,1,0.5
50,mean_speed_dark_startle_rep_1,0.00222696,0,0,1,0.5
50,mean_speed_dark_startle_rep_2,0.0018848,0,0,1,0.5
51,mean_speed_dark_startle_rep_1,0.0014705999999999999,0,0,1,0.5
51,mean_speed_dark_startle_rep_2,0.00193925,0,0,1,0.5
52,mean_speed_dark_startle_rep_1,0.00284703,0,0,1,0.5
52,mean_speed_dark_startle_rep_2,0.00194906,0,0,1,0.5
53,mean_speed_dark_startle_rep_1,0.00388909,0,0,1,0.5
53,mean_speed_dark_startle_rep_2,0.00161949,0,0,1,0.5
54,mean_speed_dark_startle_rep_1,0.00362128,0,0,1,0.5
54,mean_speed_dark_startle_rep_2,0.00405005,0,0,1,0.5
55,mean_speed_dark_startle_rep_1,0.00166558,0,0,1,0.5
55,mean_speed_dark_startle_rep_2,0.00157477,0,0,1,0.5
56,mean_speed_dark_startle_rep_1,0.00302616,0,0,1,0.5
56,mean_speed_dark_startle_rep_2,0.0011719,0,0,1,0.5
57,mean_speed_dark_startle_rep_1,0.00452373,0,0,1,0.5
57,mean_speed_dark_startle_rep_2,0.00365961,0,0,1,0.5
58,mean_speed_dark_startle_rep_1,0.00240682,0,0,1,0.5
58,mean_speed_dark_startle_rep_2,0.00084665,0,0,1,0.5
59,mean_speed_dark_startle_rep_1,0.00291008,0,0,1,0.5
59,mean_speed_dark_startle_rep_2,0.00163388,0,0,1,0.5
60,mean_speed_dark_startle_rep_1,0.00315924,0,0,1,0.5
60,mean_speed_dark_startle_rep_2,0.00119241,0,0,1,0.5
41,diff_mean_speed_dark_startle_rep_1,0.00111123,0,0,1,0.5
41,diff_mean_speed_dark_startle_rep_2,0.00011223,0,0,1,0.5
42,diff_mean_speed_dark_startle_rep_1,0.00023848,0,0,1,0.5
42,diff_mean_speed_dark_startle_rep_2,-0.00155148,0,0,1,0.5
43,diff_mean_speed_dark_startle_rep_1,0.00168529,0,0,1,0.5
43,diff_mean_speed_dark_startle_rep_2,8.372e-05,0,0,1,0.5
44,diff_mean_speed_dark_startle_rep_1,0.00232078,0,0,1,0.5
44,diff_mean_speed_dark_startle_rep_2,0.0001344,0,0,1,0.5
45,diff_mean_speed_dark_startle_rep_1,0.00117756,0,0,1,0.5
45,diff_mean_speed_dark_startle_rep_2,-0.00346472,0,0,1,0.5
46,diff_mean_speed_dark_startle_rep_1,-0.00569558,0,0,1,0.5
46,diff_mean_speed_dark_startle_rep_2,-0.00088626,0,0,1,0.5
47,diff_mean_speed_dark_startle_rep_1,0.00378265,0,0,1,0.5
47,diff_mean_speed_dark_startle_rep_2,0.00300268,0,0,1,0.5
48,diff_mean_speed_dark_startle_rep_1,0.00272574,0,0,1,0.5
48,diff_mean_speed_dark_startle_rep_2,0.00566932,0,0,1,0.5
49,diff_mean_speed_dark_startle_rep_1,0.00160853,0,0,1,0.5
49,diff_mean_speed_dark_startle_rep_2,0.00037448,0,0,1,0.5
50,diff_mean_speed_dark_startle_rep_1,0.00311267,0,0,1,0.5
50,diff_mean_speed_dark_startle_rep_2,0.00194533,0,0,1,0.5
51,diff_mean_speed_dark_startle_rep_1,-0.00124323,0,0,1,0.5
51,diff_mean_speed_dark_startle_rep_2,0.00019817,0,0,1,0.5
52,diff_mean_speed_dark_startle_rep_1,0.00060072,0,0,1,0.5
52,diff_mean_speed_dark_startle_rep_2,0.00271542,0,0,1,0.5
53,diff_mean_speed_dark_startle_rep_1,-0.0009711,0,0,1,0.5
53,diff_mean_speed_dark_startle_rep_2,-0.00060267,0,0,1,0.5
54,diff_mean_speed_dark_startle_rep_1,0.00066403,0,0,1,0.5
54,diff_mean_speed_dark_startle_rep_2,0.00359191,0,0,1,0.5
55,diff_mean_speed_dark_startle_rep_1,0.00093945,0,0,1,0.5
55,diff_mean_speed_dark_startle_rep_2,0.00134816,0,0,1,0.5
56,diff_mean_speed_dark_startle_rep_1,0.00120112,0,0,1,0.5
56,diff_mean_speed_dark_startle_rep_2,0.0015003,0,0,1,0.5
57,diff_mean_speed_dark_startle_rep_1,-0.00012057,0,0,1,0.5
57,diff_mean_speed_dark_startle_rep_2,-0.00024966,0,0,1,0.5
58,diff_mean_speed_dark_startle_rep_1,0.00303715,0,0,1,0.5
58,diff_mean_speed_dark_startle_rep_2,-1.19e-06,0,0,1,0.5
59,diff_mean_speed_dark_startle_rep_1,0.00173813,0,0,1,0.5
59,diff_mean_speed_dark_startle_rep_2,0.00030685,0,0,1,0.5
60,diff_mean_speed_dark_startle_rep_1,8.393e-05,0,0,1,0.5
60,diff_mean_speed_dark_startle_rep_2,8.779e-05,0,0,1,0.5
41,avg_latency_mean_speed_dark_startle_rep_1,0.56659256,0,0,1,0.5
41,avg_latency_mean_speed_dark_startle_rep_2,0.27996338,0,0,1,0.5
42,avg_latency_mean_speed_dark_startle_rep_1,0.39994769,0,0,1,0.5
42,avg_latency_mean_speed_dark_startle_rep_2,0.67324527,0,0,1,0.5
43,avg_latency_mean_speed_dark_startle_rep_1,0.75990061,0,0,1,0.5
43,avg_latency_mean_speed_dark_startle_rep_2,0.55326097,0,0,1,0.5
44,avg_latency_mean_speed_dark_startle_rep_1,0.5066004,0,0,1,0.5
44,avg_latency_mean_speed_dark_startle_rep_2,0.60658733,0,0,1,0.5
45,avg_latency_mean_speed_dark_startle_rep_1,0.61325312,0,0,1,0.5
45,avg_latency_mean_speed_dark_startle_rep_2,0.79989537,0,0,1,0.5
46,avg_latency_mean_speed_dark_startle_rep_1,0.74656902,0,0,1,0.5
46,avg_latency_mean_speed_dark_startle_rep_2,0.36661871,0,0,1,0.5
47,avg_latency_mean_speed_dark_startle_rep_1,0.59992153,0,0,1,0.5
47,avg_latency_mean_speed_dark_startle_rep_2,0.47993722,0,0,1,0.5
48,avg_latency_mean_speed_dark_startle_rep_1,0.52659779,0,0,1,0.5
48,avg_latency_mean_speed_dark_startle_rep_2,0.47327143,0,0,1,0.5
49,avg_latency_mean_speed_dark_startle_rep_1,0.47993722,0,0,1,0.5
49,avg_latency_mean_speed_dark_startle_rep_2,0.86655332,0,0,1,0.5
50,avg_latency_mean_speed_dark_startle_rep_1,0.81322696,0,0,1,0.5
50,avg_latency_mean_speed_dark_startle_rep_2,0.79322958,0,0,1,0.5
51,avg_latency_mean_speed_dark_startle_rep_1,0.74656902,0,0,1,0.5
51,avg_latency_mean_speed_dark_startle_rep_2,0.57325835,0,0,1,0.5
52,avg_latency_mean_speed_dark_startle_rep_1,0.58658994,0,0,1,0.5
52,avg_latency_mean_speed_dark_startle_rep_2,0.33995553,0,0,1,0.5
53,avg_latency_mean_speed_dark_startle_rep_1,0.66657948,0,0,1,0.5
53,avg_latency_mean_speed_dark_startle_rep_2,0.57325835,0,0,1,0.5
54,avg_latency_mean_speed_dark_startle_rep_1,0.45993984,0,0,1,0.5
54,avg_latency_mean_speed_dark_startle_rep_2,0.82655855,0,0,1,0.5
55,avg_latency_mean_speed_dark_startle_rep_1,0.71990584,0,0,1,0.5
55,avg_latency_mean_speed_dark_startle_rep_2,0.70657425,0,0,1,0.5
56,avg_latency_mean_speed_dark_startle_rep_1,0.44660825,0,0,1,0.5
56,avg_latency_mean_speed_dark_startle_rep_2,0.45327405,0,0,1,0.5
57,avg_latency_mean_speed_dark_startle_rep_1,0.75323481,0,0,1,0.5
57,avg_latency_mean_speed_dark_startle_rep_2,0.79322958,0,0,1,0.5
58,avg_latency_mean_speed_dark_startle_rep_1,0.71324004,0,0,1,0.5
58,avg_latency_mean_speed_dark_startle_rep_2,0.37328451,0,0,1,0.5
59,avg_latency_mean_speed_dark_startle_rep_1,0.58658994,0,0,1,0.5
59,avg_latency_mean_speed_dark_startle_rep_2,0.55992676,0,0,1,0.5
60,avg_latency_mean_speed_dark_startle_rep_1,0.78656378,0,0,1,0.5
60,avg_latency_mean_speed_dark_startle_rep_2,0.55326097,0,0,1,0.5
41,mean_speed_dark_startle_all,0.00197259,0,0,1,0.5
42,mean_speed_dark_startle_all,0.00193628,0,0,1,0.5
43,mean_speed_dark_startle_all,0.00205456,0,0,1,0.5
44,mean_speed_dark_startle_all,0.00378816,0,0,1,0.5
45,mean_speed_dark_startle_all,0.00313743,0,0,1,0.5
46,mean_speed_dark_startle_all,0.00344278,0,0,1,0.5
47,mean_speed_dark_startle_all,0.00310507,0,0,1,0.5
48,mean_speed_dark_startle_all,0.00205223,0,0,1,0.5
49,mean_speed_dark_startle_all,0.00222272,0,0,1,0.5
50,mean_speed_dark_startle_all,0.00205588,0,0,1,0.5
51,mean_speed_dark_startle_all,0.00170493,0,0,1,0.5
52,mean_speed_dark_startle_all,0.00239804,0,0,1,0.5
53,mean_speed_dark_startle_all,0.00275429,0,0,1,0.5
54,mean_speed_dark_startle_all,0.00383566,0,0,1,0.5
55,mean_speed_dark_startle_all,0.00162018,0,0,1,0.5
56,mean_speed_dark_startle_all,0.00209903,0,0,1,0.5
57,mean_speed_dark_startle_all,0.00409167,0,0,1,0.5
58,mean_speed_dark_startle_all,0.00162673,0,0,1,0.5
59,mean_speed_dark_startle_all,0.00227198,0,0,1,0.5
60,mean_speed_dark_startle_all,0.00217583,0,0,1,0.5
41,diff_mean_speed_dark_startle_all,0.00061173,0,0,1,0.5
42,diff_mean_speed_dark_startle_all,-0.0006565000000000001,0,0,1,0.5
43,diff_mean_speed_dark_startle_all,0.0008845000000000002,0,0,1,0.5
44,diff_mean_speed_dark_startle_all,0.00122759,0,0,1,0.5
45,diff_mean_speed_dark_startle_all,-0.00114358,0,0,1,0.5
46,diff_mean_speed_dark_startle_all,-0.00329092,0,0,1,0.5
47,diff_mean_speed_dark_startle_all,0.00339266,0,0,1,0.5
48,diff_mean_speed_dark_startle_all,0.00419753,0,0,1,0.5
