fish,metric,y,dose,condition
84,sum_distance_dark_epoch_3,0.42277243,5.0,baseline
85,sum_distance_dark_epoch_1,0.20321679,5.0,baseline
85,sum_distance_dark_epoch_2,0.2215861,5.0,baseline
85,sum_distance_dark_epoch_3,0.27787384,5.0,baseline
86,sum_distance_dark_epoch_1,0.24650172,5.0,baseline
86,sum_distance_dark_epoch_2,0.31934766,5.0,baseline
86,sum_distance_dark_epoch_3,0.28874591,5.0,baseline
87,sum_distance_dark_epoch_1,0.2794685,5.0,baseline
87,sum_distance_dark_epoch_2,0.26619802,5.0,baseline
87,sum_distance_dark_epoch_3,0.22852919,5.0,baseline
88,sum_distance_dark_epoch_1,0.28966831,5.0,baseline
88,sum_distance_dark_epoch_2,0.1803174,5.0,baseline
88,sum_distance_dark_epoch_3,0.22754959,5.0,baseline
89,sum_distance_dark_epoch_1,0.23148785,5.0,baseline
89,sum_distance_dark_epoch_2,0.29365286,5.0,baseline
89,sum_distance_dark_epoch_3,0.35450928,5.0,baseline
90,sum_distance_dark_epoch_1,0.4610312,5.0,baseline
90,sum_distance_dark_epoch_2,0.403307,5.0,baseline
90,sum_distance_dark_epoch_3,0.29507205,5.0,baseline
91,sum_distance_dark_epoch_1,0.52091762,5.0,baseline
91,sum_distance_dark_epoch_2,0.43356402,5.0,baseline
91,sum_distance_dark_epoch_3,0.25233782,5.0,baseline
92,sum_distance_dark_epoch_1,0.55081242,5.0,baseline
92,sum_distance_dark_epoch_2,0.46830718,5.0,baseline
92,sum_distance_dark_epoch_3,0.34547648,5.0,baseline
93,sum_distance_dark_epoch_1,0.42169102,5.0,baseline
93,sum_distance_dark_epoch_2,0.55467254,5.0,baseline
93,sum_distance_dark_epoch_3,0.46656241,5.0,baseline
94,sum_distance_dark_epoch_1,0.56584631,5.0,baseline
94,sum_distance_dark_epoch_2,0.40942155,5.0,baseline
94,sum_distance_dark_epoch_3,0.47791926,5.0,baseline
95,sum_distance_dark_epoch_1,0.21236949,5.0,baseline
95,sum_distance_dark_epoch_2,0.19286537,5.0,baseline
95,sum_distance_dark_epoch_3,0.15281438,5.0,baseline
96,sum_distance_dark_epoch_1,0.2137662,5.0,baseline
96,sum_distance_dark_epoch_2,0.21394191,5.0,baseline
96,sum_distance_dark_epoch_3,0.22827943,5.0,baseline
97,sum_distance_dark_epoch_1,0.35604705,5.0,baseline
97,sum_distance_dark_epoch_2,0.31141336,5.0,baseline
97,sum_distance_dark_epoch_3,0.29782677,5.0,baseline
98,sum_distance_dark_epoch_1,0.28095303,5.0,baseline
98,sum_distance_dark_epoch_2,0.38035593,5.0,baseline
98,sum_distance_dark_epoch_3,0.40392338,5.0,baseline
99,sum_distance_dark_epoch_1,0.33004506,5.0,baseline
99,sum_distance_dark_epoch_2,0.27394315,5.0,baseline
99,sum_distance_dark_epoch_3,0.26512838,5.0,baseline
100,sum_distance_dark_epoch_1,0.24859405,5.0,baseline
100,sum_distance_dark_epoch_2,0.27192141,5.0,baseline
100,sum_distance_dark_epoch_3,0.36897967,5.0,baseline
81,sum_distance_dark_epoch_all,1.40952145,5.0,baseline
82,sum_distance_dark_epoch_all,1.20105444,5.0,baseline
83,sum_distance_dark_epoch_all,1.69818257,5.0,baseline
84,sum_distance_dark_epoch_all,1.57363219,5.0,baseline
85,sum_distance_dark_epoch_all,0.70267672,5.0,baseline
86,sum_distance_dark_epoch_all,0.8545953,5.0,baseline
87,sum_distance_dark_epoch_all,0.77419571,5.0,baseline
88,sum_distance_dark_epoch_all,0.6975353,5.0,baseline
89,sum_distance_dark_epoch_all,0.87964999,5.0,baseline
90,sum_distance_dark_epoch_all,1.15941025,5.0,baseline
91,sum_distance_dark_epoch_all,1.20681947,5.0,baseline
92,sum_distance_dark_epoch_all,1.36459609,5.0,baseline
93,sum_distance_dark_epoch_all,1.44292597,5.0,baseline
94,sum_distance_dark_epoch_all,1.45318713,5.0,baseline
95,sum_distance_dark_epoch_all,0.55804924,5.0,baseline
96,sum_distance_dark_epoch_all,0.65598754,5.0,baseline
97,sum_distance_dark_epoch_all,0.96528718,5.0,baseline
98,sum_distance_dark_epoch_all,1.06523234,5.0,baseline
99,sum_distance_dark_epoch_all,0.8691166,5.0,baseline
100,sum_distance_dark_epoch_all,0.88949513,5.0,baseline
81,max_distance_light_startle_rep_1,0.00062613,5.0,baseline
81,max_distance_light_startle_rep_2,8.601e-05,5.0,baseline
82,max_distance_light_startle_rep_1,0.00079984,5.0,baseline
82,max_distance_light_startle_rep_2,0.00088663,5.0,baseline
83,max_distance_light_startle_rep_1,0.00053402,5.0,baseline
83,max_distance_light_startle_rep_2,0.00061928,5.0,baseline
84,max_distance_light_startle_rep_1,0.00061729,5.0,baseline
84,max_distance_light_startle_rep_2,0.00069751,5.0,baseline
85,max_distance_light_startle_rep_1,0.00115591,5.0,baseline
85,max_distance_light_startle_rep_2,7.792e-05,5.0,baseline
86,max_distance_light_startle_rep_1,0.00069474,5.0,baseline
86,max_distance_light_startle_rep_2,0.00049373,5.0,baseline
87,max_distance_light_startle_rep_1,0.00046988,5.0,baseline
87,max_distance_light_startle_rep_2,6.761e-05,5.0,baseline
88,max_distance_light_startle_rep_1,5.982e-05,5.0,baseline
88,max_distance_light_startle_rep_2,0.000522,5.0,baseline
89,max_distance_light_startle_rep_1,5.969e-05,5.0,baseline
89,max_distance_light_startle_rep_2,0.00028993,5.0,baseline
90,max_distance_light_startle_rep_1,0.00074408,5.0,baseline
90,max_distance_light_startle_rep_2,0.00010192,5.0,baseline
91,max_distance_light_startle_rep_1,0.00095109,5.0,baseline
91,max_distance_light_startle_rep_2,0.00019181,5.0,baseline
92,max_distance_light_startle_rep_1,0.00116987,5.0,baseline
92,max_distance_light_startle_rep_2,0.00219159,5.0,baseline
93,max_distance_light_startle_rep_1,0.00098056,5.0,baseline
93,max_distance_light_startle_rep_2,0.00026497,5.0,baseline
94,max_distance_light_startle_rep_1,0.00039682,5.0,baseline
94,max_distance_light_startle_rep_2,5.27e-05,5.0,baseline
95,max_distance_light_startle_rep_1,9.976e-05,5.0,baseline
95,max_distance_light_startle_rep_2,6.178e-05,5.0,baseline
96,max_distance_light_startle_rep_1,6.632e-05,5.0,baseline
96,max_distance_light_startle_rep_2,8.185e-05,5.0,baseline
97,max_distance_light_startle_rep_1,0.00012793,5.0,baseline
97,max_distance_light_startle_rep_2,0.00095751,5.0,baseline
98,max_distance_light_startle_rep_1,7.607e-05,5.0,baseline
98,max_distance_light_startle_rep_2,7.736e-05,5.0,baseline
99,max_distance_light_startle_rep_1,7.907e-05,5.0,baseline
99,max_distance_light_startle_rep_2,8.007e-05,5.0,baseline
100,max_distance_light_startle_rep_1,8.158e-05,5.0,baseline
100,max_distance_light_startle_rep_2,8.813e-05,5.0,baseline
81,diff_max_distance_light_startle_rep_1,-0.00024705,5.0,baseline
81,diff_max_distance_light_startle_rep_2,5.99e-06,5.0,baseline
82,diff_max_distance_light_startle_rep_1,-0.00044904,5.0,baseline
82,diff_max_distance_light_startle_rep_2,-0.00078631,5.0,baseline
83,diff_max_distance_light_startle_rep_1,-0.00044006,5.0,baseline
83,diff_max_distance_light_startle_rep_2,0.00014919,5.0,baseline
84,diff_max_distance_light_startle_rep_1,2.9e-06,5.0,baseline
84,diff_max_distance_light_startle_rep_2,0.00038849,5.0,baseline
85,diff_max_distance_light_startle_rep_1,-3.444e-05,5.0,baseline
85,diff_max_distance_light_startle_rep_2,1.812e-05,5.0,baseline
86,diff_max_distance_light_startle_rep_1,-0.0004004,5.0,baseline
86,diff_max_distance_light_startle_rep_2,-0.0003799,5.0,baseline
87,diff_max_distance_light_startle_rep_1,-5e-06,5.0,baseline
87,diff_max_distance_light_startle_rep_2,2.175e-05,5.0,baseline
88,diff_max_distance_light_startle_rep_1,4.37e-06,5.0,baseline
88,diff_max_distance_light_startle_rep_2,-0.0001347,5.0,baseline
89,diff_max_distance_light_startle_rep_1,3.98e-06,5.0,baseline
89,diff_max_distance_light_startle_rep_2,-1e-06,5.0,baseline
90,diff_max_distance_light_startle_rep_1,-4.872e-05,5.0,baseline
90,diff_max_distance_light_startle_rep_2,-5.09e-06,5.0,baseline
91,diff_max_distance_light_startle_rep_1,-9.782e-05,5.0,baseline
91,diff_max_distance_light_startle_rep_2,-6.5e-05,5.0,baseline
92,diff_max_distance_light_startle_rep_1,-0.00027844,5.0,baseline
92,diff_max_distance_light_startle_rep_2,0.00211626,5.0,baseline
93,diff_max_distance_light_startle_rep_1,-4.464e-05,5.0,baseline
93,diff_max_distance_light_startle_rep_2,0.00016928,5.0,baseline
94,diff_max_distance_light_startle_rep_1,-0.00035194,5.0,baseline
94,diff_max_distance_light_startle_rep_2,-1.13e-05,5.0,baseline
95,diff_max_distance_light_startle_rep_1,-4.614e-05,5.0,baseline
95,diff_max_distance_light_startle_rep_2,2e-06,5.0,baseline
96,diff_max_distance_light_startle_rep_1,2.1e-06,5.0,baseline
96,diff_max_distance_light_startle_rep_2,8.51e-06,5.0,baseline
97,diff_max_distance_light_startle_rep_1,1.421e-05,5.0,baseline
97,diff_max_distance_light_startle_rep_2,-0.00055482,5.0,baseline
98,diff_max_distance_light_startle_rep_1,-7.79e-06,5.0,baseline
98,diff_max_distance_light_startle_rep_2,7.6e-06,5.0,baseline
99,diff_max_distance_light_startle_rep_1,-1.584e-05,5.0,baseline
99,diff_max_distance_light_startle_rep_2,1.052e-05,5.0,baseline
100,diff_max_distance_light_startle_rep_1,-2.419e-05,5.0,baseline
100,diff_max_distance_light_startle_rep_2,-3.388e-05,5.0,baseline
81,avg_latency_max_distance_light_startle_rep_1,0.43994246,5.0,baseline
81,avg_latency_max_distance_light_startle_rep_2,0.6399163,5.0,baseline
82,avg_latency_max_distance_light_startle_rep_1,0.42661087,5.0,baseline
82,avg_latency_max_distance_light_startle_rep_2,0.47327143,5.0,baseline
83,avg_latency_max_distance_light_startle_rep_1,0.67991107,5.0,baseline
83,avg_latency_max_distance_light_startle_rep_2,0.69324266,5.0,baseline
84,avg_latency_max_distance_light_startle_rep_1,0.27329759,5.0,baseline
84,avg_latency_max_distance_light_startle_rep_2,0.57325835,5.0,baseline
85,avg_latency_max_distance_light_startle_rep_1,0.49326881,5.0,baseline
85,avg_latency_max_distance_light_startle_rep_2,0.53992938,5.0,baseline
86,avg_latency_max_distance_light_startle_rep_1,0.55992676,5.0,baseline
86,avg_latency_max_distance_light_startle_rep_2,0.27996338,5.0,baseline
87,avg_latency_max_distance_light_startle_rep_1,0.54659517,5.0,baseline
87,avg_latency_max_distance_light_startle_rep_2,0.36661871,5.0,baseline
88,avg_latency_max_distance_light_startle_rep_1,0.36661871,5.0,baseline
88,avg_latency_max_distance_light_startle_rep_2,0.57325835,5.0,baseline
89,avg_latency_max_distance_light_startle_rep_1,0.40661348,5.0,baseline
89,avg_latency_max_distance_light_startle_rep_2,0.57992415,5.0,baseline
90,avg_latency_max_distance_light_startle_rep_1,0.27996338,5.0,baseline
90,avg_latency_max_distance_light_startle_rep_2,0.34662133,5.0,baseline
91,avg_latency_max_distance_light_startle_rep_1,0.5132662,5.0,baseline
91,avg_latency_max_distance_light_startle_rep_2,0.49326881,5.0,baseline
92,avg_latency_max_distance_light_startle_rep_1,0.27996338,5.0,baseline
92,avg_latency_max_distance_light_startle_rep_2,0.47993722,5.0,baseline
93,avg_latency_max_distance_light_startle_rep_1,0.36661871,5.0,baseline
93,avg_latency_max_distance_light_startle_rep_2,0.3799503,5.0,baseline
94,avg_latency_max_distance_light_startle_rep_1,0.57325835,5.0,baseline
94,avg_latency_max_distance_light_startle_rep_2,0.26663179,5.0,baseline
95,avg_latency_max_distance_light_startle_rep_1,0.5066004,5.0,baseline
95,avg_latency_max_distance_light_startle_rep_2,0.57992415,5.0,baseline
96,avg_latency_max_distance_light_startle_rep_1,0.39328189,5.0,baseline
96,avg_latency_max_distance_light_startle_rep_2,0.27996338,5.0,baseline
97,avg_latency_max_distance_light_startle_rep_1,0.24663441,5.0,baseline
97,avg_latency_max_distance_light_startle_rep_2,0.60658733,5.0,baseline
98,avg_latency_max_distance_light_startle_rep_1,0.36661871,5.0,baseline
98,avg_latency_max_distance_light_startle_rep_2,0.61325312,5.0,baseline
99,avg_latency_max_distance_light_startle_rep_1,0.57992415,5.0,baseline
99,avg_latency_max_distance_light_startle_rep_2,0.30662656,5.0,baseline
100,avg_latency_max_distance_light_startle_rep_1,0.73323743,5.0,baseline
100,avg_latency_max_distance_light_startle_rep_2,0.11998431,5.0,baseline
81,max_distance_light_startle_all,0.00062613,5.0,baseline
82,max_distance_light_startle_all,0.00088663,5.0,baseline
83,max_distance_light_startle_all,0.00061928,5.0,baseline
84,max_distance_light_startle_all,0.00069751,5.0,baseline
85,max_distance_light_startle_all,0.00115591,5.0,baseline
86,max_distance_light_startle_all,0.00069474,5.0,baseline
87,max_distance_light_startle_all,0.00046988,5.0,baseline
88,max_distance_light_startle_all,0.000522,5.0,baseline
89,max_distance_light_startle_all,0.00028993,5.0,baseline
90,max_distance_light_startle_all,0.00074408,5.0,baseline
91,max_distance_light_startle_all,0.00095109,5.0,baseline
92,max_distance_light_startle_all,0.00219159,5.0,baseline
93,max_distance_light_startle_all,0.00098056,5.0,baseline
94,max_distance_light_startle_all,0.00039682,5.0,baseline
95,max_distance_light_startle_all,9.976e-05,5.0,baseline
96,max_distance_light_startle_all,8.185e-05,5.0,baseline
97,max_distance_light_startle_all,0.00095751,5.0,baseline
98,max_distance_light_startle_all,7.736e-05,5.0,baseline
99,max_distance_light_startle_all,8.007e-05,5.0,baseline
100,max_distance_light_startle_all,8.813e-05,5.0,baseline
81,diff_max_distance_light_startle_all,-0.00012053,5.0,baseline
82,diff_max_distance_light_startle_all,-0.00061767,5.0,baseline
83,diff_max_distance_light_startle_all,-0.00014543,5.0,baseline
84,diff_max_distance_light_startle_all,0.00019569,5.0,baseline
85,diff_max_distance_light_startle_all,-8.16e-06,5.0,baseline
86,diff_max_distance_light_startle_all,-0.00039015,5.0,baseline
87,diff_max_distance_light_startle_all,8.38e-06,5.0,baseline
88,diff_max_distance_light_startle_all,-6.516e-05,5.0,baseline
89,diff_max_distance_light_startle_all,1.49e-06,5.0,baseline
90,diff_max_distance_light_startle_all,-2.69e-05,5.0,baseline
91,diff_max_distance_light_startle_all,-8.141e-05,5.0,baseline
92,diff_max_distance_light_startle_all,0.00091891,5.0,baseline
93,diff_max_distance_light_startle_all,6.232e-05,5.0,baseline
94,diff_max_distance_light_startle_all,-0.00018162,5.0,baseline
95,diff_max_distance_light_startle_all,-2.207e-05,5.0,baseline
96,diff_max_distance_light_startle_all,5.31e-06,5.0,baseline
97,diff_max_distance_light_startle_all,-0.0002703,5.0,baseline
98,diff_max_distance_light_startle_all,-1e-07,5.0,baseline
99,diff_max_distance_light_startle_all,-2.66e-06,5.0,baseline
100,diff_max_distance_light_startle_all,-2.903e-05,5.0,baseline
81,avg_latency_max_distance_light_startle_all,0.53992938,5.0,baseline
82,avg_latency_max_distance_light_startle_all,0.44994115,5.0,baseline
83,avg_latency_max_distance_light_startle_all,0.68657686,5.0,baseline
84,avg_latency_max_distance_light_startle_all,0.42327797,5.0,baseline
85,avg_latency_max_distance_light_startle_all,0.5165991,5.0,baseline
86,avg_latency_max_distance_light_startle_all,0.41994507,5.0,baseline
87,avg_latency_max_distance_light_startle_all,0.45660694,5.0,baseline
88,avg_latency_max_distance_light_startle_all,0.46993853,5.0,baseline
89,avg_latency_max_distance_light_startle_all,0.49326881,5.0,baseline
90,avg_latency_max_distance_light_startle_all,0.31329235,5.0,baseline
91,avg_latency_max_distance_light_startle_all,0.50326751,5.0,baseline
92,avg_latency_max_distance_light_startle_all,0.3799503,5.0,baseline
93,avg_latency_max_distance_light_startle_all,0.37328451,5.0,baseline
94,avg_latency_max_distance_light_startle_all,0.41994507,5.0,baseline
95,avg_latency_max_distance_light_startle_all,0.54326227,5.0,baseline
96,avg_latency_max_distance_light_startle_all,0.33662264,5.0,baseline
97,avg_latency_max_distance_light_startle_all,0.42661087,5.0,baseline
98,avg_latency_max_distance_light_startle_all,0.48993592,5.0,baseline
99,avg_latency_max_distance_light_startle_all,0.44327535,5.0,baseline
100,avg_latency_max_distance_light_startle_all,0.42661087,5.0,baseline
81,mean_distance_light_startle_rep_1,5.025e-05,5.0,baseline
81,mean_distance_light_startle_rep_2,2.585e-05,5.0,baseline
82,mean_distance_light_startle_rep_1,8.391e-05,5.0,baseline
82,mean_distance_light_startle_rep_2,4.609e-05,5.0,baseline
83,mean_distance_light_startle_rep_1,5.136e-05,5.0,baseline
83,mean_distance_light_startle_rep_2,5.111e-05,5.0,baseline
84,mean_distance_light_startle_rep_1,4.284e-05,5.0,baseline
84,mean_distance_light_startle_rep_2,5.933e-05,5.0,baseline
85,mean_distance_light_startle_rep_1,5.879e-05,5.0,baseline
85,mean_distance_light_startle_rep_2,2.523e-05,5.0,baseline
86,mean_distance_light_startle_rep_1,7.297e-05,5.0,baseline
86,mean_distance_light_startle_rep_2,6.048e-05,5.0,baseline
87,mean_distance_light_startle_rep_1,2.364e-05,5.0,baseline
87,mean_distance_light_startle_rep_2,1.987e-05,5.0,baseline
88,mean_distance_light_startle_rep_1,1.979e-05,5.0,baseline
88,mean_distance_light_startle_rep_2,4.153e-05,5.0,baseline
89,mean_distance_light_startle_rep_1,2.35e-05,5.0,baseline
89,mean_distance_light_startle_rep_2,2.881e-05,5.0,baseline
90,mean_distance_light_startle_rep_1,4.023e-05,5.0,baseline
90,mean_distance_light_startle_rep_2,2.952e-05,5.0,baseline
91,mean_distance_light_startle_rep_1,5.491e-05,5.0,baseline
91,mean_distance_light_startle_rep_2,2.806e-05,5.0,baseline
92,mean_distance_light_startle_rep_1,8.421e-05,5.0,baseline
92,mean_distance_light_startle_rep_2,6.589e-05,5.0,baseline
93,mean_distance_light_startle_rep_1,4.533e-05,5.0,baseline
93,mean_distance_light_startle_rep_2,3.462e-05,5.0,baseline
94,mean_distance_light_startle_rep_1,3.245e-05,5.0,baseline
94,mean_distance_light_startle_rep_2,1.678e-05,5.0,baseline
95,mean_distance_light_startle_rep_1,2.193e-05,5.0,baseline
95,mean_distance_light_startle_rep_2,2.275e-05,5.0,baseline
96,mean_distance_light_startle_rep_1,1.991e-05,5.0,baseline
96,mean_distance_light_startle_rep_2,2.225e-05,5.0,baseline
97,mean_distance_light_startle_rep_1,4.367e-05,5.0,baseline
97,mean_distance_light_startle_rep_2,7.666e-05,5.0,baseline
98,mean_distance_light_startle_rep_1,2.7e-05,5.0,baseline
98,mean_distance_light_startle_rep_2,2.675e-05,5.0,baseline
99,mean_distance_light_startle_rep_1,3.061e-05,5.0,baseline
99,mean_distance_light_startle_rep_2,3.105e-05,5.0,baseline
100,mean_distance_light_startle_rep_1,2.835e-05,5.0,baseline
100,mean_distance_light_startle_rep_2,2.758e-05,5.0,baseline
81,diff_mean_distance_light_startle_rep_1,-1.149e-05,5.0,baseline
81,diff_mean_distance_light_startle_rep_2,-3.6e-06,5.0,baseline
82,diff_mean_distance_light_startle_rep_1,-3.208e-05,5.0,baseline
82,diff_mean_distance_light_startle_rep_2,-0.00011472,5.0,baseline
83,diff_mean_distance_light_startle_rep_1,-8.693e-05,5.0,baseline
83,diff_mean_distance_light_startle_rep_2,2.057e-05,5.0,baseline
84,diff_mean_distance_light_startle_rep_1,3.79e-06,5.0,baseline
84,diff_mean_distance_light_startle_rep_2,5.298e-05,5.0,baseline
85,diff_mean_distance_light_startle_rep_1,-4.63e-06,5.0,baseline
85,diff_mean_distance_light_startle_rep_2,1.321e-05,5.0,baseline
86,diff_mean_distance_light_startle_rep_1,-4.079e-05,5.0,baseline
86,diff_mean_distance_light_startle_rep_2,-5.02e-05,5.0,baseline
87,diff_mean_distance_light_startle_rep_1,-8.15e-06,5.0,baseline
87,diff_mean_distance_light_startle_rep_2,5.66e-06,5.0,baseline
88,diff_mean_distance_light_startle_rep_1,1.22e-06,5.0,baseline
88,diff_mean_distance_light_startle_rep_2,-3.66e-06,5.0,baseline
89,diff_mean_distance_light_startle_rep_1,-1.97e-06,5.0,baseline
89,diff_mean_distance_light_startle_rep_2,4.82e-06,5.0,baseline
90,diff_mean_distance_light_startle_rep_1,8.8e-07,5.0,baseline
90,diff_mean_distance_light_startle_rep_2,2.01e-06,5.0,baseline
91,diff_mean_distance_light_startle_rep_1,4.81e-06,5.0,baseline
91,diff_mean_distance_light_startle_rep_2,-1.672e-05,5.0,baseline
92,diff_mean_distance_light_startle_rep_1,-4.229e-05,5.0,baseline
92,diff_mean_distance_light_startle_rep_2,0.00014504,5.0,baseline
93,diff_mean_distance_light_startle_rep_1,-1.059e-05,5.0,baseline
93,diff_mean_distance_light_startle_rep_2,2.42e-06,5.0,baseline
94,diff_mean_distance_light_startle_rep_1,-2.092e-05,5.0,baseline
94,diff_mean_distance_light_startle_rep_2,-5.71e-06,5.0,baseline
95,diff_mean_distance_light_startle_rep_1,-3.04e-06,5.0,baseline
95,diff_mean_distance_light_startle_rep_2,1.78e-06,5.0,baseline
96,diff_mean_distance_light_startle_rep_1,-7.4e-07,5.0,baseline
96,diff_mean_distance_light_startle_rep_2,2.27e-06,5.0,baseline
97,diff_mean_distance_light_startle_rep_1,9.94e-06,5.0,baseline
97,diff_mean_distance_light_startle_rep_2,-7.16e-05,5.0,baseline
98,diff_mean_distance_light_startle_rep_1,7.5e-06,5.0,baseline
98,diff_mean_distance_light_startle_rep_2,7.8e-07,5.0,baseline
99,diff_mean_distance_light_startle_rep_1,7.37e-06,5.0,baseline
99,diff_mean_distance_light_startle_rep_2,1.204e-05,5.0,baseline
100,diff_mean_distance_light_startle_rep_1,-1.76e-06,5.0,baseline
100,diff_mean_distance_light_startle_rep_2,-2.7e-06,5.0,baseline
81,avg_latency_mean_distance_light_startle_rep_1,0.43994246,5.0,baseline
81,avg_latency_mean_distance_light_startle_rep_2,0.6399163,5.0,baseline
82,avg_latency_mean_distance_light_startle_rep_1,0.42661087,5.0,baseline
82,avg_latency_mean_distance_light_startle_rep_2,0.47327143,5.0,baseline
83,avg_latency_mean_distance_light_startle_rep_1,0.67991107,5.0,baseline
83,avg_latency_mean_distance_light_startle_rep_2,0.69324266,5.0,baseline
84,avg_latency_mean_distance_light_startle_rep_1,0.27329759,5.0,baseline
84,avg_latency_mean_distance_light_startle_rep_2,0.57325835,5.0,baseline
85,avg_latency_mean_distance_light_startle_rep_1,0.49326881,5.0,baseline
85,avg_latency_mean_distance_light_startle_rep_2,0.53992938,5.0,baseline
86,avg_latency_mean_distance_light_startle_rep_1,0.55992676,5.0,baseline
86,avg_latency_mean_distance_light_startle_rep_2,0.27996338,5.0,baseline
87,avg_latency_mean_distance_light_startle_rep_1,0.54659517,5.0,baseline
87,avg_latency_mean_distance_light_startle_rep_2,0.36661871,5.0,baseline
88,avg_latency_mean_distance_light_startle_rep_1,0.36661871,5.0,baseline
88,avg_latency_mean_distance_light_startle_rep_2,0.57325835,5.0,baseline
89,avg_latency_mean_distance_light_startle_rep_1,0.40661348,5.0,baseline
89,avg_latency_mean_distance_light_startle_rep_2,0.57992415,5.0,baseline
90,avg_latency_mean_distance_light_startle_rep_1,0.27996338,5.0,baseline
90,avg_latency_mean_distance_light_startle_rep_2,0.34662133,5.0,baseline
91,avg_latency_mean_distance_light_startle_rep_1,0.5132662,5.0,baseline
91,avg_latency_mean_distance_light_startle_rep_2,0.49326881,5.0,baseline
92,avg_latency_mean_distance_light_startle_rep_1,0.27996338,5.0,baseline
92,avg_latency_mean_distance_light_startle_rep_2,0.47993722,5.0,baseline
93,avg_latency_mean_distance_light_startle_rep_1,0.36661871,5.0,baseline
93,avg_latency_mean_distance_light_startle_rep_2,0.3799503,5.0,baseline
94,avg_latency_mean_distance_light_startle_rep_1,0.57325835,5.0,baseline
94,avg_latency_mean_distance_light_startle_rep_2,0.26663179,5.0,baseline
95,avg_latency_mean_distance_light_startle_rep_1,0.5066004,5.0,baseline
95,avg_latency_mean_distance_light_startle_rep_2,0.57992415,5.0,baseline
96,avg_latency_mean_distance_light_startle_rep_1,0.39328189,5.0,baseline
96,avg_latency_mean_distance_light_startle_rep_2,0.27996338,5.0,baseline
97,avg_latency_mean_distance_light_startle_rep_1,0.24663441,5.0,baseline
97,avg_latency_mean_distance_light_startle_rep_2,0.60658733,5.0,baseline
98,avg_latency_mean_distance_light_startle_rep_1,0.36661871,5.0,baseline
98,avg_latency_mean_distance_light_startle_rep_2,0.61325312,5.0,baseline
99,avg_latency_mean_distance_light_startle_rep_1,0.57992415,5.0,baseline
99,avg_latency_mean_distance_light_startle_rep_2,0.30662656,5.0,baseline
100,avg_latency_mean_distance_light_startle_rep_1,0.73323743,5.0,baseline
100,avg_latency_mean_distance_light_startle_rep_2,0.11998431,5.0,baseline
81,mean_distance_light_startle_all,3.805e-05,5.0,baseline
82,mean_distance_light_startle_all,6.5e-05,5.0,baseline
83,mean_distance_light_startle_all,5.123e-05,5.0,baseline
84,mean_distance_light_startle_all,5.109e-05,5.0,baseline
85,mean_distance_light_startle_all,4.201e-05,5.0,baseline
86,mean_distance_light_startle_all,6.673e-05,5.0,baseline
87,mean_distance_light_startle_all,2.176e-05,5.0,baseline
88,mean_distance_light_startle_all,3.066e-05,5.0,baseline
89,mean_distance_light_startle_all,2.616e-05,5.0,baseline
90,mean_distance_light_startle_all,3.487e-05,5.0,baseline
91,mean_distance_light_startle_all,4.148e-05,5.0,baseline
92,mean_distance_light_startle_all,7.505e-05,5.0,baseline
93,mean_distance_light_startle_all,3.998e-05,5.0,baseline
94,mean_distance_light_startle_all,2.461e-05,5.0,baseline
95,mean_distance_light_startle_all,2.234e-05,5.0,baseline
96,mean_distance_light_startle_all,2.108e-05,5.0,baseline
97,mean_distance_light_startle_all,6.017e-05,5.0,baseline
98,mean_distance_light_startle_all,2.687e-05,5.0,baseline
99,mean_distance_light_startle_all,3.083e-05,5.0,baseline
100,mean_distance_light_startle_all,2.797e-05,5.0,baseline
81,diff_mean_distance_light_startle_all,-7.54e-06,5.0,baseline
82,diff_mean_distance_light_startle_all,-7.34e-05,5.0,baseline
83,diff_mean_distance_light_startle_all,-3.318e-05,5.0,baseline
84,diff_mean_distance_light_startle_all,2.839e-05,5.0,baseline
85,diff_mean_distance_light_startle_all,4.29e-06,5.0,baseline
86,diff_mean_distance_light_startle_all,-4.55e-05,5.0,baseline
87,diff_mean_distance_light_startle_all,-1.24e-06,5.0,baseline
88,diff_mean_distance_light_startle_all,-1.22e-06,5.0,baseline
89,diff_mean_distance_light_startle_all,1.43e-06,5.0,baseline
90,diff_mean_distance_light_startle_all,1.45e-06,5.0,baseline
91,diff_mean_distance_light_startle_all,-5.96e-06,5.0,baseline
92,diff_mean_distance_light_startle_all,5.138e-05,5.0,baseline
93,diff_mean_distance_light_startle_all,-4.08e-06,5.0,baseline
94,diff_mean_distance_light_startle_all,-1.332e-05,5.0,baseline
95,diff_mean_distance_light_startle_all,-6.3e-07,5.0,baseline
96,diff_mean_distance_light_startle_all,7.6e-07,5.0,baseline
97,diff_mean_distance_light_startle_all,-3.083e-05,5.0,baseline
98,diff_mean_distance_light_startle_all,4.14e-06,5.0,baseline
99,diff_mean_distance_light_startle_all,9.71e-06,5.0,baseline
100,diff_mean_distance_light_startle_all,-2.23e-06,5.0,baseline
81,avg_latency_mean_distance_light_startle_all,0.53992938,5.0,baseline
82,avg_latency_mean_distance_light_startle_all,0.44994115,5.0,baseline
83,avg_latency_mean_distance_light_startle_all,0.68657686,5.0,baseline
84,avg_latency_mean_distance_light_startle_all,0.42327797,5.0,baseline
85,avg_latency_mean_distance_light_startle_all,0.5165991,5.0,baseline
86,avg_latency_mean_distance_light_startle_all,0.41994507,5.0,baseline
87,avg_latency_mean_distance_light_startle_all,0.45660694,5.0,baseline
