fish,metric,y,dose,condition
79,diff_mean_speed_vibration_startle_rep_1,0.00445842,2.5,recovery
79,diff_mean_speed_vibration_startle_rep_2,0.00212261,2.5,recovery
80,diff_mean_speed_vibration_startle_rep_1,0.00570407,2.5,recovery
80,diff_mean_speed_vibration_startle_rep_2,0.00560389,2.5,recovery
61,avg_latency_mean_speed_vibration_startle_rep_1,0.60658733,2.5,recovery
61,avg_latency_mean_speed_vibration_startle_rep_2,0.46660564,2.5,recovery
62,avg_latency_mean_speed_vibration_startle_rep_1,0.60658733,2.5,recovery
62,avg_latency_mean_speed_vibration_startle_rep_2,0.37328451,2.5,recovery
63,avg_latency_mean_speed_vibration_startle_rep_1,0.49993461,2.5,recovery
63,avg_latency_mean_speed_vibration_startle_rep_2,0.51993199,2.5,recovery
64,avg_latency_mean_speed_vibration_startle_rep_1,0.5132662,2.5,recovery
64,avg_latency_mean_speed_vibration_startle_rep_2,0.23330282,2.5,recovery
65,avg_latency_mean_speed_vibration_startle_rep_1,0.46660563,2.5,recovery
65,avg_latency_mean_speed_vibration_startle_rep_2,0.49993461,2.5,recovery
66,avg_latency_mean_speed_vibration_startle_rep_1,0.61991891,2.5,recovery
66,avg_latency_mean_speed_vibration_startle_rep_2,0.70657425,2.5,recovery
67,avg_latency_mean_speed_vibration_startle_rep_1,0.47327143,2.5,recovery
67,avg_latency_mean_speed_vibration_startle_rep_2,0.60658733,2.5,recovery
69,avg_latency_mean_speed_vibration_startle_rep_1,0.55992676,2.5,recovery
69,avg_latency_mean_speed_vibration_startle_rep_2,0.56659256,2.5,recovery
70,avg_latency_mean_speed_vibration_startle_rep_1,0.48660302,2.5,recovery
70,avg_latency_mean_speed_vibration_startle_rep_2,0.59325574,2.5,recovery
71,avg_latency_mean_speed_vibration_startle_rep_1,0.24663441,2.5,recovery
71,avg_latency_mean_speed_vibration_startle_rep_2,0.43994246,2.5,recovery
72,avg_latency_mean_speed_vibration_startle_rep_1,0.31995815,2.5,recovery
72,avg_latency_mean_speed_vibration_startle_rep_2,0.55326097,2.5,recovery
73,avg_latency_mean_speed_vibration_startle_rep_1,0.45327405,2.5,recovery
73,avg_latency_mean_speed_vibration_startle_rep_2,0.62658471,2.5,recovery
74,avg_latency_mean_speed_vibration_startle_rep_1,0.47327143,2.5,recovery
74,avg_latency_mean_speed_vibration_startle_rep_2,0.54659517,2.5,recovery
75,avg_latency_mean_speed_vibration_startle_rep_1,0.67324527,2.5,recovery
75,avg_latency_mean_speed_vibration_startle_rep_2,0.31995815,2.5,recovery
76,avg_latency_mean_speed_vibration_startle_rep_1,0.32662394,2.5,recovery
76,avg_latency_mean_speed_vibration_startle_rep_2,0.65324789,2.5,recovery
77,avg_latency_mean_speed_vibration_startle_rep_1,0.47327143,2.5,recovery
77,avg_latency_mean_speed_vibration_startle_rep_2,0.56659256,2.5,recovery
78,avg_latency_mean_speed_vibration_startle_rep_1,0.42661087,2.5,recovery
78,avg_latency_mean_speed_vibration_startle_rep_2,0.55992676,2.5,recovery
79,avg_latency_mean_speed_vibration_startle_rep_1,0.47993722,2.5,recovery
79,avg_latency_mean_speed_vibration_startle_rep_2,0.39328189,2.5,recovery
80,avg_latency_mean_speed_vibration_startle_rep_1,0.54659517,2.5,recovery
80,avg_latency_mean_speed_vibration_startle_rep_2,0.53326358,2.5,recovery
61,mean_speed_vibration_startle_all,0.00315026,2.5,recovery
62,mean_speed_vibration_startle_all,0.00329247,2.5,recovery
63,mean_speed_vibration_startle_all,0.00109832,2.5,recovery
64,mean_speed_vibration_startle_all,0.00131086,2.5,recovery
65,mean_speed_vibration_startle_all,0.00129371,2.5,recovery
66,mean_speed_vibration_startle_all,0.00092093,2.5,recovery
67,mean_speed_vibration_startle_all,0.00298266,2.5,recovery
69,mean_speed_vibration_startle_all,0.00342182,2.5,recovery
70,mean_speed_vibration_startle_all,0.00402632,2.5,recovery
71,mean_speed_vibration_startle_all,0.00124133,2.5,recovery
72,mean_speed_vibration_startle_all,0.001873,2.5,recovery
73,mean_speed_vibration_startle_all,0.0007709,2.5,recovery
74,mean_speed_vibration_startle_all,0.00115457,2.5,recovery
75,mean_speed_vibration_startle_all,0.00086809,2.5,recovery
76,mean_speed_vibration_startle_all,0.00085,2.5,recovery
77,mean_speed_vibration_startle_all,0.00070953,2.5,recovery
78,mean_speed_vibration_startle_all,0.00220602,2.5,recovery
79,mean_speed_vibration_startle_all,0.00198439,2.5,recovery
80,mean_speed_vibration_startle_all,0.00339293,2.5,recovery
61,diff_mean_speed_vibration_startle_all,0.0012658,2.5,recovery
62,diff_mean_speed_vibration_startle_all,0.00996248,2.5,recovery
63,diff_mean_speed_vibration_startle_all,0.00026618,2.5,recovery
64,diff_mean_speed_vibration_startle_all,-0.00021327,2.5,recovery
65,diff_mean_speed_vibration_startle_all,5.37e-06,2.5,recovery
66,diff_mean_speed_vibration_startle_all,-4.046e-05,2.5,recovery
67,diff_mean_speed_vibration_startle_all,0.00203439,2.5,recovery
69,diff_mean_speed_vibration_startle_all,-0.00021552,2.5,recovery
70,diff_mean_speed_vibration_startle_all,0.00084003,2.5,recovery
71,diff_mean_speed_vibration_startle_all,-5.308e-05,2.5,recovery
72,diff_mean_speed_vibration_startle_all,0.00080147,2.5,recovery
73,diff_mean_speed_vibration_startle_all,7.13e-06,2.5,recovery
74,diff_mean_speed_vibration_startle_all,0.00044771,2.5,recovery
75,diff_mean_speed_vibration_startle_all,-0.00016268,2.5,recovery
76,diff_mean_speed_vibration_startle_all,0.00024794,2.5,recovery
77,diff_mean_speed_vibration_startle_all,-0.00017412,2.5,recovery
78,diff_mean_speed_vibration_startle_all,0.00238682,2.5,recovery
79,diff_mean_speed_vibration_startle_all,0.00329051,2.5,recovery
80,diff_mean_speed_vibration_startle_all,0.00565398,2.5,recovery
61,avg_latency_mean_speed_vibration_startle_all,0.53659648,2.5,recovery
62,avg_latency_mean_speed_vibration_startle_all,0.48993592,2.5,recovery
63,avg_latency_mean_speed_vibration_startle_all,0.5099333,2.5,recovery
64,avg_latency_mean_speed_vibration_startle_all,0.37328451,2.5,recovery
65,avg_latency_mean_speed_vibration_startle_all,0.48327012,2.5,recovery
66,avg_latency_mean_speed_vibration_startle_all,0.66324658,2.5,recovery
67,avg_latency_mean_speed_vibration_startle_all,0.53992938,2.5,recovery
69,avg_latency_mean_speed_vibration_startle_all,0.56325966,2.5,recovery
70,avg_latency_mean_speed_vibration_startle_all,0.53992938,2.5,recovery
71,avg_latency_mean_speed_vibration_startle_all,0.34328843,2.5,recovery
72,avg_latency_mean_speed_vibration_startle_all,0.43660956,2.5,recovery
73,avg_latency_mean_speed_vibration_startle_all,0.53992938,2.5,recovery
74,avg_latency_mean_speed_vibration_startle_all,0.5099333,2.5,recovery
75,avg_latency_mean_speed_vibration_startle_all,0.49660171,2.5,recovery
76,avg_latency_mean_speed_vibration_startle_all,0.48993592,2.5,recovery
77,avg_latency_mean_speed_vibration_startle_all,0.51993199,2.5,recovery
78,avg_latency_mean_speed_vibration_startle_all,0.49326881,2.5,recovery
79,avg_latency_mean_speed_vibration_startle_all,0.43660956,2.5,recovery
80,avg_latency_mean_speed_vibration_startle_all,0.53992938,2.5,recovery
1,max_speed_light_epoch_1,0.04136623,0.0,recovery
1,max_speed_light_epoch_2,0.06611567,0.0,recovery
1,max_speed_light_epoch_3,0.00963966,0.0,recovery
2,max_speed_light_epoch_1,0.16283435,0.0,recovery
2,max_speed_light_epoch_2,0.01996554,0.0,recovery
2,max_speed_light_epoch_3,0.08931725,0.0,recovery
3,max_speed_light_epoch_1,0.02660248,0.0,recovery
3,max_speed_light_epoch_2,0.05478175,0.0,recovery
3,max_speed_light_epoch_3,0.0714457,0.0,recovery
4,max_speed_light_epoch_1,0.04080609,0.0,recovery
4,max_speed_light_epoch_2,0.09881359,0.0,recovery
4,max_speed_light_epoch_3,0.00262696,0.0,recovery
6,max_speed_light_epoch_1,0.11469221,0.0,recovery
6,max_speed_light_epoch_2,0.09585676,0.0,recovery
6,max_speed_light_epoch_3,0.01372743,0.0,recovery
7,max_speed_light_epoch_1,0.1746552,0.0,recovery
7,max_speed_light_epoch_2,0.13413461,0.0,recovery
7,max_speed_light_epoch_3,0.01927703,0.0,recovery
8,max_speed_light_epoch_1,0.00342986,0.0,recovery
8,max_speed_light_epoch_2,0.00322947,0.0,recovery
8,max_speed_light_epoch_3,0.09201723,0.0,recovery
9,max_speed_light_epoch_1,0.05837959,0.0,recovery
9,max_speed_light_epoch_2,0.02695624,0.0,recovery
9,max_speed_light_epoch_3,0.02116639,0.0,recovery
10,max_speed_light_epoch_1,0.01525007,0.0,recovery
10,max_speed_light_epoch_2,0.01697535,0.0,recovery
10,max_speed_light_epoch_3,0.01961678,0.0,recovery
13,max_speed_light_epoch_1,0.01628089,0.0,recovery
13,max_speed_light_epoch_2,0.03933125,0.0,recovery
13,max_speed_light_epoch_3,0.01661595,0.0,recovery
14,max_speed_light_epoch_1,0.00396765,0.0,recovery
14,max_speed_light_epoch_2,0.00391823,0.0,recovery
14,max_speed_light_epoch_3,0.00506718,0.0,recovery
15,max_speed_light_epoch_1,0.01144661,0.0,recovery
15,max_speed_light_epoch_2,0.06856044,0.0,recovery
15,max_speed_light_epoch_3,0.03187872,0.0,recovery
16,max_speed_light_epoch_1,0.08553491,0.0,recovery
16,max_speed_light_epoch_2,0.00294367,0.0,recovery
16,max_speed_light_epoch_3,0.01361105,0.0,recovery
17,max_speed_light_epoch_1,0.00428821,0.0,recovery
17,max_speed_light_epoch_2,0.03615297,0.0,recovery
17,max_speed_light_epoch_3,0.00279433,0.0,recovery
18,max_speed_light_epoch_1,0.08773968,0.0,recovery
18,max_speed_light_epoch_2,0.04526662,0.0,recovery
18,max_speed_light_epoch_3,0.00578633,0.0,recovery
19,max_speed_light_epoch_1,0.13778159,0.0,recovery
19,max_speed_light_epoch_2,0.03153838,0.0,recovery
19,max_speed_light_epoch_3,0.06507462,0.0,recovery
20,max_speed_light_epoch_1,0.1287054,0.0,recovery
20,max_speed_light_epoch_2,0.01665148,0.0,recovery
20,max_speed_light_epoch_3,0.01382807,0.0,recovery
1,max_speed_light_epoch_all,0.06611567,0.0,recovery
2,max_speed_light_epoch_all,0.16283435,0.0,recovery
3,max_speed_light_epoch_all,0.0714457,0.0,recovery
4,max_speed_light_epoch_all,0.09881359,0.0,recovery
6,max_speed_light_epoch_all,0.11469221,0.0,recovery
7,max_speed_light_epoch_all,0.1746552,0.0,recovery
8,max_speed_light_epoch_all,0.09201723,0.0,recovery
9,max_speed_light_epoch_all,0.05837959,0.0,recovery
10,max_speed_light_epoch_all,0.01961678,0.0,recovery
13,max_speed_light_epoch_all,0.03933125,0.0,recovery
14,max_speed_light_epoch_all,0.00506718,0.0,recovery
15,max_speed_light_epoch_all,0.06856044,0.0,recovery
16,max_speed_light_epoch_all,0.08553491,0.0,recovery
17,max_speed_light_epoch_all,0.03615297,0.0,recovery
18,max_speed_light_epoch_all,0.08773968,0.0,recovery
19,max_speed_light_epoch_all,0.13778159,0.0,recovery
20,max_speed_light_epoch_all,0.1287054,0.0,recovery
1,mean_speed_light_epoch_1,0.00213902,0.0,recovery
1,mean_speed_light_epoch_2,0.001204,0.0,recovery
1,mean_speed_light_epoch_3,0.00080385,0.0,recovery
2,mean_speed_light_epoch_1,0.00097294,0.0,recovery
2,mean_speed_light_epoch_2,0.00075851,0.0,recovery
2,mean_speed_light_epoch_3,0.00080479,0.0,recovery
3,mean_speed_light_epoch_1,0.00073455,0.0,recovery
3,mean_speed_light_epoch_2,0.00093768,0.0,recovery
3,mean_speed_light_epoch_3,0.00106016,0.0,recovery
4,mean_speed_light_epoch_1,0.0020418,0.0,recovery
4,mean_speed_light_epoch_2,0.00232681,0.0,recovery
4,mean_speed_light_epoch_3,0.00055455,0.0,recovery
6,mean_speed_light_epoch_1,0.00135343,0.0,recovery
6,mean_speed_light_epoch_2,0.00091656,0.0,recovery
6,mean_speed_light_epoch_3,0.00073478,0.0,recovery
7,mean_speed_light_epoch_1,0.0012217,0.0,recovery
7,mean_speed_light_epoch_2,0.00098789,0.0,recovery
7,mean_speed_light_epoch_3,0.00078203,0.0,recovery
8,mean_speed_light_epoch_1,0.00066319,0.0,recovery
8,mean_speed_light_epoch_2,0.00057316,0.0,recovery
8,mean_speed_light_epoch_3,0.00095894,0.0,recovery
9,mean_speed_light_epoch_1,0.00175934,0.0,recovery
9,mean_speed_light_epoch_2,0.00057203,0.0,recovery
9,mean_speed_light_epoch_3,0.00059145,0.0,recovery
10,mean_speed_light_epoch_1,0.00077602,0.0,recovery
10,mean_speed_light_epoch_2,0.00061891,0.0,recovery
10,mean_speed_light_epoch_3,0.00074169,0.0,recovery
13,mean_speed_light_epoch_1,0.00070703,0.0,recovery
13,mean_speed_light_epoch_2,0.00100557,0.0,recovery
13,mean_speed_light_epoch_3,0.0009402,0.0,recovery
14,mean_speed_light_epoch_1,0.00070131,0.0,recovery
14,mean_speed_light_epoch_2,0.00065292,0.0,recovery
14,mean_speed_light_epoch_3,0.00078625,0.0,recovery
15,mean_speed_light_epoch_1,0.00071929,0.0,recovery
15,mean_speed_light_epoch_2,0.0010911,0.0,recovery
15,mean_speed_light_epoch_3,0.00085158,0.0,recovery
16,mean_speed_light_epoch_1,0.00105478,0.0,recovery
16,mean_speed_light_epoch_2,0.00068582,0.0,recovery
16,mean_speed_light_epoch_3,0.00086958,0.0,recovery
17,mean_speed_light_epoch_1,0.00080209,0.0,recovery
17,mean_speed_light_epoch_2,0.00090601,0.0,recovery
17,mean_speed_light_epoch_3,0.00058529,0.0,recovery
18,mean_speed_light_epoch_1,0.00088525,0.0,recovery
18,mean_speed_light_epoch_2,0.00111513,0.0,recovery
18,mean_speed_light_epoch_3,0.00070546,0.0,recovery
19,mean_speed_light_epoch_1,0.00162936,0.0,recovery
19,mean_speed_light_epoch_2,0.00096817,0.0,recovery
19,mean_speed_light_epoch_3,0.00112062,0.0,recovery
20,mean_speed_light_epoch_1,0.0009453,0.0,recovery
20,mean_speed_light_epoch_2,0.00069182,0.0,recovery
20,mean_speed_light_epoch_3,0.00065429,0.0,recovery
1,mean_speed_light_epoch_all,0.00138229,0.0,recovery
2,mean_speed_light_epoch_all,0.00084541,0.0,recovery
3,mean_speed_light_epoch_all,0.0009108,0.0,recovery
4,mean_speed_light_epoch_all,0.00164106,0.0,recovery
6,mean_speed_light_epoch_all,0.00100159,0.0,recovery
7,mean_speed_light_epoch_all,0.00099721,0.0,recovery
8,mean_speed_light_epoch_all,0.00073176,0.0,recovery
9,mean_speed_light_epoch_all,0.00097427,0.0,recovery
10,mean_speed_light_epoch_all,0.00071221,0.0,recovery
13,mean_speed_light_epoch_all,0.00088427,0.0,recovery
14,mean_speed_light_epoch_all,0.00071349,0.0,recovery
15,mean_speed_light_epoch_all,0.00088732,0.0,recovery
16,mean_speed_light_epoch_all,0.00087006,0.0,recovery
17,mean_speed_light_epoch_all,0.00076447,0.0,recovery
18,mean_speed_light_epoch_all,0.00090195,0.0,recovery
19,mean_speed_light_epoch_all,0.00123938,0.0,recovery
20,mean_speed_light_epoch_all,0.0007638,0.0,recovery
1,max_speed_dark_epoch_1,0.05672196,0.0,recovery
1,max_speed_dark_epoch_2,0.17892452,0.0,recovery
1,max_speed_dark_epoch_3,0.04672795,0.0,recovery
2,max_speed_dark_epoch_1,0.07100842,0.0,recovery
2,max_speed_dark_epoch_2,0.12601186,0.0,recovery
2,max_speed_dark_epoch_3,0.13326654,0.0,recovery
3,max_speed_dark_epoch_1,0.11696028,0.0,recovery
3,max_speed_dark_epoch_2,0.03965607,0.0,recovery
3,max_speed_dark_epoch_3,0.0596036,0.0,recovery
4,max_speed_dark_epoch_1,0.07091507,0.0,recovery
4,max_speed_dark_epoch_2,0.0370755,0.0,recovery
4,max_speed_dark_epoch_3,0.0192822,0.0,recovery
6,max_speed_dark_epoch_1,0.13765283,0.0,recovery
6,max_speed_dark_epoch_2,0.04077192,0.0,recovery
6,max_speed_dark_epoch_3,0.12366405,0.0,recovery
7,max_speed_dark_epoch_1,0.07965065,0.0,recovery
7,max_speed_dark_epoch_2,0.02979061,0.0,recovery
7,max_speed_dark_epoch_3,0.02515237,0.0,recovery
8,max_speed_dark_epoch_1,0.02989564,0.0,recovery
8,max_speed_dark_epoch_2,0.17422287,0.0,recovery
8,max_speed_dark_epoch_3,0.09604231,0.0,recovery
9,max_speed_dark_epoch_1,0.08013535,0.0,recovery
9,max_speed_dark_epoch_2,0.09639124,0.0,recovery
9,max_speed_dark_epoch_3,0.04300833,0.0,recovery
10,max_speed_dark_epoch_1,0.02840825,0.0,recovery
10,max_speed_dark_epoch_2,0.03879374,0.0,recovery
10,max_speed_dark_epoch_3,0.02925505,0.0,recovery
13,max_speed_dark_epoch_1,0.06092367,0.0,recovery
13,max_speed_dark_epoch_2,0.09591009,0.0,recovery
13,max_speed_dark_epoch_3,0.02491041,0.0,recovery
14,max_speed_dark_epoch_1,0.00315218,0.0,recovery
14,max_speed_dark_epoch_2,0.00512286,0.0,recovery
14,max_speed_dark_epoch_3,0.0036569,0.0,recovery
15,max_speed_dark_epoch_1,0.03004674,0.0,recovery
15,max_speed_dark_epoch_2,0.07233295,0.0,recovery
15,max_speed_dark_epoch_3,0.0293573,0.0,recovery
16,max_speed_dark_epoch_1,0.0731347,0.0,recovery
16,max_speed_dark_epoch_2,0.07762695,0.0,recovery
16,max_speed_dark_epoch_3,0.02051992,0.0,recovery
17,max_speed_dark_epoch_1,0.03037187,0.0,recovery
17,max_speed_dark_epoch_2,0.06821545,0.0,recovery
17,max_speed_dark_epoch_3,0.01916821,0.0,recovery
18,max_speed_dark_epoch_1,0.07646573,0.0,recovery
18,max_speed_dark_epoch_2,0.03614138,0.0,recovery
18,max_speed_dark_epoch_3,0.02327188,0.0,recovery
19,max_speed_dark_epoch_1,0.07563224,0.0,recovery
19,max_speed_dark_epoch_2,0.12841956,0.0,recovery
19,max_speed_dark_epoch_3,0.14953049,0.0,recovery
20,max_speed_dark_epoch_1,0.08141967,0.0,recovery
20,max_speed_dark_epoch_2,0.02329688,0.0,recovery
20,max_speed_dark_epoch_3,0.02511317,0.0,recovery
1,max_speed_dark_epoch_all,0.17892452,0.0,recovery
2,max_speed_dark_epoch_all,0.13326654,0.0,recovery
3,max_speed_dark_epoch_all,0.11696028,0.0,recovery
4,max_speed_dark_epoch_all,0.07091507,0.0,recovery
6,max_speed_dark_epoch_all,0.13765283,0.0,recovery
7,max_speed_dark_epoch_all,0.07965065,0.0,recovery
8,max_speed_dark_epoch_all,0.17422287,0.0,recovery
9,max_speed_dark_epoch_all,0.09639124,0.0,recovery
10,max_speed_dark_epoch_all,0.03879374,0.0,recovery
13,max_speed_dark_epoch_all,0.09591009,0.0,recovery
14,max_speed_dark_epoch_all,0.00512286,0.0,recovery
15,max_speed_dark_epoch_all,0.07233295,0.0,recovery
16,max_speed_dark_epoch_all,0.07762695,0.0,recovery
17,max_speed_dark_epoch_all,0.06821545,0.0,recovery
18,max_speed_dark_epoch_all,0.07646573,0.0,recovery
19,max_speed_dark_epoch_all,0.14953049,0.0,recovery
20,max_speed_dark_epoch_all,0.08141967,0.0,recovery
1,mean_speed_dark_epoch_1,0.00190004,0.0,recovery
1,mean_speed_dark_epoch_2,0.00183937,0.0,recovery
1,mean_speed_dark_epoch_3,0.00098684,0.0,recovery
2,mean_speed_dark_epoch_1,0.00223798,0.0,recovery
2,mean_speed_dark_epoch_2,0.00199724,0.0,recovery
2,mean_speed_dark_epoch_3,0.00174556,0.0,recovery
3,mean_speed_dark_epoch_1,0.00110189,0.0,recovery
3,mean_speed_dark_epoch_2,0.00103852,0.0,recovery
3,mean_speed_dark_epoch_3,0.00116549,0.0,recovery
4,mean_speed_dark_epoch_1,0.0019864,0.0,recovery
4,mean_speed_dark_epoch_2,0.0006644,0.0,recovery
4,mean_speed_dark_epoch_3,0.00071989,0.0,recovery
6,mean_speed_dark_epoch_1,0.00145805,0.0,recovery
6,mean_speed_dark_epoch_2,0.00080813,0.0,recovery
6,mean_speed_dark_epoch_3,0.00088719,0.0,recovery
7,mean_speed_dark_epoch_1,0.00085011,0.0,recovery
7,mean_speed_dark_epoch_2,0.00091963,0.0,recovery
7,mean_speed_dark_epoch_3,0.00086531,0.0,recovery
8,mean_speed_dark_epoch_1,0.00102711,0.0,recovery
8,mean_speed_dark_epoch_2,0.00109571,0.0,recovery
8,mean_speed_dark_epoch_3,0.00116098,0.0,recovery
9,mean_speed_dark_epoch_1,0.00138535,0.0,recovery
9,mean_speed_dark_epoch_2,0.00098856,0.0,recovery
9,mean_speed_dark_epoch_3,0.00092741,0.0,recovery
10,mean_speed_dark_epoch_1,0.00109065,0.0,recovery
10,mean_speed_dark_epoch_2,0.00102132,0.0,recovery
10,mean_speed_dark_epoch_3,0.0010217,0.0,recovery
13,mean_speed_dark_epoch_1,0.00133307,0.0,recovery
13,mean_speed_dark_epoch_2,0.00152498,0.0,recovery
13,mean_speed_dark_epoch_3,0.00094017,0.0,recovery
14,mean_speed_dark_epoch_1,0.00069469,0.0,recovery
14,mean_speed_dark_epoch_2,0.00076474,0.0,recovery
14,mean_speed_dark_epoch_3,0.00062717,0.0,recovery
15,mean_speed_dark_epoch_1,0.00078017,0.0,recovery
15,mean_speed_dark_epoch_2,0.00087842,0.0,recovery
15,mean_speed_dark_epoch_3,0.00087889,0.0,recovery
16,mean_speed_dark_epoch_1,0.00098113,0.0,recovery
16,mean_speed_dark_epoch_2,0.00113645,0.0,recovery
16,mean_speed_dark_epoch_3,0.0009074,0.0,recovery
17,mean_speed_dark_epoch_1,0.00072946,0.0,recovery
17,mean_speed_dark_epoch_2,0.00110044,0.0,recovery
17,mean_speed_dark_epoch_3,0.00081571,0.0,recovery
18,mean_speed_dark_epoch_1,0.00116481,0.0,recovery
18,mean_speed_dark_epoch_2,0.00099443,0.0,recovery
18,mean_speed_dark_epoch_3,0.00079324,0.0,recovery
19,mean_speed_dark_epoch_1,0.0016798,0.0,recovery
19,mean_speed_dark_epoch_2,0.00148307,0.0,recovery
19,mean_speed_dark_epoch_3,0.0013365,0.0,recovery
20,mean_speed_dark_epoch_1,0.00069618,0.0,recovery
20,mean_speed_dark_epoch_2,0.00067056,0.0,recovery
20,mean_speed_dark_epoch_3,0.00075603,0.0,recovery
1,mean_speed_dark_epoch_all,0.00157542,0.0,recovery
2,mean_speed_dark_epoch_all,0.00199359,0.0,recovery
3,mean_speed_dark_epoch_all,0.00110197,0.0,recovery
4,mean_speed_dark_epoch_all,0.00112357,0.0,recovery
6,mean_speed_dark_epoch_all,0.00105112,0.0,recovery
7,mean_speed_dark_epoch_all,0.00087835,0.0,recovery
8,mean_speed_dark_epoch_all,0.0010946,0.0,recovery
9,mean_speed_dark_epoch_all,0.00110044,0.0,recovery
10,mean_speed_dark_epoch_all,0.00104456,0.0,recovery
13,mean_speed_dark_epoch_all,0.00126607,0.0,recovery
14,mean_speed_dark_epoch_all,0.00069553,0.0,recovery
15,mean_speed_dark_epoch_all,0.00084583,0.0,recovery
16,mean_speed_dark_epoch_all,0.00100833,0.0,recovery
17,mean_speed_dark_epoch_all,0.00088187,0.0,recovery
18,mean_speed_dark_epoch_all,0.00098416,0.0,recovery
19,mean_speed_dark_epoch_all,0.00149979,0.0,recovery
20,mean_speed_dark_epoch_all,0.00070759,0.0,recovery
1,max_speed_light_startle_rep_1,0.01551755,0.0,recovery
1,max_speed_light_startle_rep_2,0.00286591,0.0,recovery
2,max_speed_light_startle_rep_1,0.02800207,0.0,recovery
2,max_speed_light_startle_rep_2,0.01261414,0.0,recovery
3,max_speed_light_startle_rep_1,0.00228172,0.0,recovery
3,max_speed_light_startle_rep_2,0.01847358,0.0,recovery
4,max_speed_light_startle_rep_1,0.03655209,0.0,recovery
4,max_speed_light_startle_rep_2,0.00173456,0.0,recovery
6,max_speed_light_startle_rep_1,0.07137758,0.0,recovery
6,max_speed_light_startle_rep_2,0.00278039,0.0,recovery
7,max_speed_light_startle_rep_1,0.01145243,0.0,recovery
7,max_speed_light_startle_rep_2,0.00194259,0.0,recovery
8,max_speed_light_startle_rep_1,0.0793502,0.0,recovery
8,max_speed_light_startle_rep_2,0.14438047,0.0,recovery
9,max_speed_light_startle_rep_1,0.01471861,0.0,recovery
9,max_speed_light_startle_rep_2,0.01542751,0.0,recovery
10,max_speed_light_startle_rep_1,0.00224227,0.0,recovery
10,max_speed_light_startle_rep_2,0.00222955,0.0,recovery
13,max_speed_light_startle_rep_1,0.002261,0.0,recovery
13,max_speed_light_startle_rep_2,0.00292296,0.0,recovery
14,max_speed_light_startle_rep_1,0.00228167,0.0,recovery
14,max_speed_light_startle_rep_2,0.001997,0.0,recovery
15,max_speed_light_startle_rep_1,0.00212379,0.0,recovery
15,max_speed_light_startle_rep_2,0.00326143,0.0,recovery
16,max_speed_light_startle_rep_1,0.01354583,0.0,recovery
16,max_speed_light_startle_rep_2,0.00238213,0.0,recovery
17,max_speed_light_startle_rep_1,0.00176025,0.0,recovery
17,max_speed_light_startle_rep_2,0.00195748,0.0,recovery
18,max_speed_light_startle_rep_1,0.00304525,0.0,recovery
18,max_speed_light_startle_rep_2,0.01059287,0.0,recovery
19,max_speed_light_startle_rep_1,0.01226989,0.0,recovery
19,max_speed_light_startle_rep_2,0.00619451,0.0,recovery
20,max_speed_light_startle_rep_1,0.0034645,0.0,recovery
20,max_speed_light_startle_rep_2,0.00257975,0.0,recovery
1,diff_max_speed_light_startle_rep_1,0.00026948,0.0,recovery
1,diff_max_speed_light_startle_rep_2,4.601e-05,0.0,recovery
2,diff_max_speed_light_startle_rep_1,-0.01245569,0.0,recovery
2,diff_max_speed_light_startle_rep_2,-0.00634797,0.0,recovery
3,diff_max_speed_light_startle_rep_1,-0.00056679,0.0,recovery
3,diff_max_speed_light_startle_rep_2,0.00048239,0.0,recovery
4,diff_max_speed_light_startle_rep_1,0.01697916,0.0,recovery
4,diff_max_speed_light_startle_rep_2,-0.00068363,0.0,recovery
6,diff_max_speed_light_startle_rep_1,-0.00063932,0.0,recovery
6,diff_max_speed_light_startle_rep_2,-0.00050574,0.0,recovery
7,diff_max_speed_light_startle_rep_1,7.297e-05,0.0,recovery
7,diff_max_speed_light_startle_rep_2,9.49e-05,0.0,recovery
8,diff_max_speed_light_startle_rep_1,-0.00030323,0.0,recovery
8,diff_max_speed_light_startle_rep_2,0.00034598,0.0,recovery
9,diff_max_speed_light_startle_rep_1,0.012897,0.0,recovery
9,diff_max_speed_light_startle_rep_2,3.861e-05,0.0,recovery
10,diff_max_speed_light_startle_rep_1,0.00081939,0.0,recovery
10,diff_max_speed_light_startle_rep_2,-0.00084593,0.0,recovery
13,diff_max_speed_light_startle_rep_1,0.00062348,0.0,recovery
13,diff_max_speed_light_startle_rep_2,0.00039499,0.0,recovery
14,diff_max_speed_light_startle_rep_1,0.00065171,0.0,recovery
14,diff_max_speed_light_startle_rep_2,0.00052505,0.0,recovery
15,diff_max_speed_light_startle_rep_1,2.141e-05,0.0,recovery
15,diff_max_speed_light_startle_rep_2,0.00079147,0.0,recovery
16,diff_max_speed_light_startle_rep_1,-0.01167448,0.0,recovery
16,diff_max_speed_light_startle_rep_2,-0.00109534,0.0,recovery
17,diff_max_speed_light_startle_rep_1,0.00019122,0.0,recovery
17,diff_max_speed_light_startle_rep_2,-0.00019685,0.0,recovery
18,diff_max_speed_light_startle_rep_1,-0.00031243,0.0,recovery
18,diff_max_speed_light_startle_rep_2,0.00031865,0.0,recovery
19,diff_max_speed_light_startle_rep_1,-0.00010802,0.0,recovery
19,diff_max_speed_light_startle_rep_2,-0.00430387,0.0,recovery
20,diff_max_speed_light_startle_rep_1,0.00168039,0.0,recovery
